,Character,Radical,CharFreq,Radicals,TokenIDs,Length,Bytes,Radical_family,List_radical,Radical_len,List_neither,Pair_radical,Pair_neither
176,潮,氵,4.91989114077567,"('氺', '水', '氵')","[162, 121, 106]",3,e6bdae,24,"['澪', '激', '潜', '澄', '濒', '濑', '瀑', '潭', '澎', '潇', '澈', '澳', '澡', '潘', '潦', '潍', '潞', '澜', '潢', '瀛', '瀚', '濡', '瀣']",23,"['鳏', '踢', '椭', '蹲', '犁', '悃', '糯', '魏', '婊', '膳', '咆', '崔', '搽', '鹉', '砰', '峰', '嗤', '莨', '痩', '蔫', '嵩', '槐', '媲', '蚜', '傍', '噔', '蹊', '瞒', '螂', '疯', '蚍', '餮', '瘴', '蹦', '痛', '翼', '葡', '脂', '褡', '鲡', '葆', '砹', '踪', '悠', '痢', '嫖', '麸', '鸢', '蜍', '疱', '燮', '蔽', '踝', '猛', '狈', '砾', '璜', '膏', '瓢', '榻', '蔚', '嫂', '咨', '蜊', '慈', '鹫', '咋', '瘠', '搐', '蜇', '嗅', '疮', '鲤', '糕', '熏', '糁', '瘦', '猴', '疚', '瞻', '械', '葫', '醒', '嗟', '煮', '鲱', '鞭', '婪', '蕴', '傲', '猪', '憎', '蚁', '峭', '嫁', '悉', '蚊', '鳄']",潜,峰
177,瞎,目,3.495234023588538,"('目',)","[163, 252, 236]",3,e79e8e,19,"['瞳', '瞩', '瞿', '瞅', '瞒', '瞪', '瞬', '瞟', '瞥', '瞌', '瞧', '瞻', '瞄', '瞠', '矗', '瞑', '矍', '瞰']",18,"['腹', '懂', '矜', '饕', '蝗', '潞', '熬', '疫', '蠕', '狼', '酣', '疟', '蚱', '妍', '檐', '炊', '疾', '蝠', '薯', '疼', '瘪', '鸣', '疱', '鲮', '痘', '傅', '炒', '磺', '腕', '髦', '病', '莽', '藐', '鲸', '褛', '葩', '骤', '鏖', '翟', '莹', '妈', '鲭', '烩', '骥', '澈', '脱', '燃', '蹙', '炼', '垮', '悃', '橘', '疽', '樊', '瀛', '髓', '鹰', '蚊', '猾', '婢', '榕', '腿', '藿', '蚶', '蒲', '膀', '蚀', '嚣', '搂', '酵', '餮', '藓', '婚', '骼', '妥', '腭', '咻', '擦', '蔡', '狰', '懊', '踯', '蛾', '妪', '蛆', '擂', '糜', '蛰', '蟹', '獭', '鸨', '檀', '嘬', '垢', '璀', '搅', '嘲', '痿', '烈', '融']",瞅,莹
178,饥,饣,2.477059272843091,"('飠', '饣', '食')","[165, 98, 98]",3,e9a5a5,19,"['饱', '饮', '饭', '饶', '饯', '饼', '饵', '饲', '饴', '饰', '饺', '饽', '饪', '饷', '饨']",15,"['糨', '咻', '腭', '蜇', '鞭', '猛', '矾', '患', '襄', '搽', '嚎', '蜢', '猥', '煤', '濒', '妇', '矢', '酶', '韩', '骝', '熄', '莞', '髋', '踏', '魁', '痢', '犀', '疑', '蜒', '椁', '脉', '嗐', '嗄', '矜', '憧', '悃', '峙', '嗟', '嫡', '梁', '傀', '骋', '煸', '疙', '崇', '翁', '鸥', '嚼', '莨', '蔗', '垛', '煽', '嘈', '熠', '崖', '鲭', '娄', '儡', '瞥', '娇', '酥', '狗', '嗖', '翔', '瞟', '椎', '鳅', '腓', '磺', '憬', '疫', '蝠', '婊', '嗤', '蔓', '噘', '蘸', '螃', '蜂', '梵', '嵌', '婶', '瞪', '咦', '橙', '鹊', '痣', '潭', '疸', '嘱', '疤', '鲇', '蒲', '娥', '妯', '鸵', '蓑', '獠', '膝', '蜮']",饼,踏
179,嗙,口,-2.015153051797474,"('囗', '口')","[161, 245, 247]",3,e59799,100,"['咆', '嚏', '咸', '嘶', '嘉', '嗤', '嚼', '咏', '咕', '咽', '嗄', '噘', '嗒', '噩', '咂', '嗲', '嘲', '咀', '嗽', '嚣', '嘱', '咪', '咋', '咨', '咱', '咖', '嗓', '嗅', '咒', '噜', '咣', '嗳', '噬', '嘴', '嗜', '咎', '嘀', '咧', '嗨', '咔', '咿', '噱', '嘘', '咳', '嘛', '嘞', '咬', '嗣', '噗', '咫', '嗖', '嗷', '嘎', '嘟', '嗟', '嘈', '嗡', '嘭', '嚓', '嚷', '咯', '咚', '咩', '嗬', '嘹', '嗑', '咦', '嗝', '噎', '嚎', '嘣', '噫', '嚄', '嗯', '噪', '噢', '嘤', '嘿', '噼', '嗔', '咻', '嘻', '噻', '嚯', '噙', '嘁', '咲', '嘚', '噌', '嘬', '噔', '嗌', '嗐', '咄', '咐', '咙', '咛', '嗦', '咤']",99,"['韦', '瘫', '蛋', '榭', '膀', '鸿', '踞', '娃', '媒', '蟾', '葬', '橡', '嫡', '褥', '搬', '擤', '疾', '蚣', '膏', '炸', '擢', '翘', '醛', '瓢', '鸟', '砭', '酩', '鲸', '妄', '魂', '脔', '砾', '妯', '莅', '骛', '鬣', '潭', '簸', '蜂', '垠', '莲', '蹙', '饼', '褡', '榷', '搓', '骼', '瞥', '脖', '妖', '融', '骋', '醍', '砰', '糠', '饽', '蔑', '娄', '餮', '鸣', '鳕', '榻', '糨', '蛊', '猖', '鸸', '檫', '犬', '蘑', '褶', '澳', '蠕', '狱', '傧', '腴', '糙', '婴', '痛', '媚', '垣', '蛐', '煊', '梢', '煨', '鸠', '酵', '犊', '砸', '蚝', '蚶', '垮', '踯']",嗟,鳕
180,搁,扌,2.0044755091899225,"('扌', '手')","[162, 238, 223]",3,e69081,24,"['搏', '擒', '搅', '搀', '搞', '擤', '擅', '搬', '搭', '搂', '擂', '搓', '搧', '搔', '擢', '搽', '搋', '擀', '携', '搪', '擦', '搐']",22,"['醮', '襟', '痦', '酱', '咽', '慵', '葩', '槲', '榈', '蜘', '瑶', '瞰', '骰', '媚', '瞥', '韦', '簪', '鼯', '腹', '鲜', '婿', '崔', '横', '瑚', '腑', '猕', '瞿', '蝰', '咩', '瞠', '蜕', '烹', '妹', '潭', '嗽', '襁', '峋', '峰', '嘴', '骤', '澪', '婴', '踞', '蒂', '椿', '葬', '嗯', '嘁', '噎', '莴', '醒', '鸫', '榭', '饷', '猪', '傧', '嫌', '蔷', '垂', '橡', '澎', '骏', '魂', '螃', '翁', '蹊', '榻', '榴', '嘿', '鄂', '妆', '噙', '鬼', '翼', '梳', '悦', '鸟', '狼', '娆', '崩', '蹿', '咛', '疥', '蜢', '韶', '瞳', '炮', '嗒', '妃', '藉', '鞠', '妞', '椅', '痍', '矩', '槃', '烂']",搋,鸫
181,鄙,阝,3.1612467120315646,"('邑', '阜', '阝')","[165, 226, 247]",3,e98499,2,['鄂'],1,"['狄', '膏', '疵', '鸽', '妳', '鼠', '犬', '檐', '脊', '嚄', '砧', '燮', '蹴', '鳃', '嫌', '瀛', '骐', '犟', '矬', '搽', '煊', '垂', '嘞', '醋', '搅', '鳕', '鹏', '腱', '嶂', '莫', '垒', '煅', '蜮', '儒', '瘴', '髑', '藕', '鸟', '蛟', '鳅', '莺', '犷', '崴', '媛', '蹟', '腓', '骨', '蛤', '蓓', '樘', '噗', '咬', '嘈', '熙', '垩', '蒲', '骸', '憎', '梗', '膀', '鳄', '腿', '烃', '悔', '嚷', '矫', '橄', '蛮', '咿', '踯', '璃', '韧', '腑', '妲', '磷', '烘', '痔', '脾', '咏', '妈', '嘴', '醒', '脱', '骥', '犒', '翎', '悼', '破', '熔', '麓', '榔', '婚', '藩', '腻', '骝', '螈', '懑', '蓝', '梓']",鄂,莺
182,搞,扌,5.813813466639839,"('扌', '手')","[162, 238, 252]",3,e6909e,24,"['搏', '擒', '搅', '搀', '搁', '擤', '擅', '搬', '搭', '搂', '擂', '搓', '搧', '搔', '擢', '搽', '搋', '擀', '携', '搪', '擦', '搐']",22,"['咄', '腿', '鼾', '砒', '薏', '悦', '矍', '烯', '蝌', '痱', '燕', '煤', '蔑', '嘹', '醉', '懂', '矽', '咎', '藜', '鄙', '榉', '磨', '咫', '蜮', '蚊', '瞅', '蚤', '韶', '鬓', '瞧', '鏖', '蝶', '蝮', '董', '骰', '砺', '瘘', '憔', '薰', '垣', '鹜', '咻', '椴', '蚪', '藩', '脯', '儆', '熠', '狲', '咦', '垩', '慑', '璃', '热', '潍', '蝉', '鳄', '婉', '煨', '鲑', '梗', '痣', '傅', '饨', '妓', '腊', '麓', '痛', '嚎', '咔', '傻', '魇', '犁', '蚣', '糜', '嘞', '鹦', '瑰', '矢', '嗙', '蕴', '蕾', '咀', '璜', '狰', '娠', '脱', '砥', '脾', '鹂', '鼯', '憋', '魔', '瑞', '炫', '葺', '疮']",擂,韶
183,垂,土,2.6312699436237317,"('土',)","[161, 252, 224]",3,e59e82,12,"['垄', '垫', '垢', '垒', '垮', '垃', '垦', '垠', '垛', '垩', '垣']",11,"['璐', '犷', '痰', '嗣', '矛', '蓓', '鲑', '酮', '嘉', '踩', '醉', '蚪', '咂', '妙', '蝠', '咪', '悄', '嫌', '榛', '脏', '麟', '砣', '鲤', '葬', '魄', '猪', '踢', '饲', '鹑', '蔑', '濑', '蔬', '瘴', '魁', '骥', '莅', '妞', '煅', '腭', '嚯', '酵', '妓', '鹫', '矣', '蛐', '螂', '瓦', '嗤', '疱', '悸', '鳗', '鹌', '磅', '蜒', '悖', '嚼', '娘', '薏', '榭', '傀', '瀑', '嘣', '瞰', '鲜', '砧', '烤', '潜', '鳞', '酷', '瓷', '醋', '嚎', '骋', '妍', '踝', '骄', '蛇', '莽', '麓', '痱', '瑭', '榜', '烬', '煎', '媚', '瞻', '鲁', '瞑', '蹟', '鹞', '噩', '咱', '獭', '噜', '妈', '腱', '慵', '糙', '犹', '鸟']",垛,蹟
184,嗄,口,-0.27377916728278956,"('囗', '口')","[161, 245, 226]",3,e59784,100,"['咆', '嚏', '咸', '嘶', '嘉', '嗤', '嚼', '咏', '咕', '咽', '嗙', '噘', '嗒', '噩', '咂', '嗲', '嘲', '咀', '嗽', '嚣', '嘱', '咪', '咋', '咨', '咱', '咖', '嗓', '嗅', '咒', '噜', '咣', '嗳', '噬', '嘴', '嗜', '咎', '嘀', '咧', '嗨', '咔', '咿', '噱', '嘘', '咳', '嘛', '嘞', '咬', '嗣', '噗', '咫', '嗖', '嗷', '嘎', '嘟', '嗟', '嘈', '嗡', '嘭', '嚓', '嚷', '咯', '咚', '咩', '嗬', '嘹', '嗑', '咦', '嗝', '噎', '嚎', '嘣', '噫', '嚄', '嗯', '噪', '噢', '嘤', '嘿', '噼', '嗔', '咻', '嘻', '噻', '嚯', '噙', '嘁', '咲', '嘚', '噌', '嘬', '噔', '嗌', '嗐', '咄', '咐', '咙', '咛', '嗦', '咤']",99,"['莎', '疳', '樵', '悃', '潭', '璞', '螂', '热', '鸢', '婊', '娃', '妯', '瞎', '莽', '慨', '糖', '橡', '鹫', '榴', '悦', '媛', '燮', '蹦', '烃', '饲', '嫂', '炎', '簸', '蟀', '腕', '娥', '鸭', '狡', '脓', '腹', '梳', '瞻', '蹑', '濑', '鲁', '懑', '搐', '瓶', '魅', '娠', '蚤', '饨', '蕉', '疑', '鸥', '槐', '蘸', '脏', '蝗', '炸', '瘫', '蝴', '崩', '槽', '磺', '瓤', '蒜', '麦', '葚', '煸', '砒', '踌', '葆', '饵', '蛇', '腴', '韵', '疝', '痤', '榻', '髻', '葛', '砰', '矗', '悍', '炒', '激', '磋', '妳', '烷', '蛋', '潇', '腑', '垛', '橄', '鳍', '褐', '蜇']",嚣,妳
185,擤,扌,-0.583396316600826,"('扌', '手')","[162, 241, 97]",3,e693a4,24,"['搏', '擒', '搅', '搀', '搁', '搞', '擅', '搬', '搭', '搂', '擂', '搓', '搧', '搔', '擢', '搽', '搋', '擀', '携', '搪', '擦', '搐']",22,"['猝', '蜥', '酬', '檐', '痕', '鲥', '蒸', '横', '酚', '葺', '蔡', '噬', '蜃', '莺', '瘟', '咩', '鞑', '酣', '妥', '藤', '崖', '疽', '疱', '蘑', '嫦', '疡', '樽', '踌', '蟾', '嶂', '腾', '脂', '瞑', '炊', '噪', '骁', '瑕', '蚶', '瀛', '蟹', '狐', '鹫', '垄', '瞳', '躬', '醛', '烘', '鼬', '咔', '璨', '褴', '脖', '魁', '醉', '鸶', '澡', '蝗', '瘤', '蹲', '瞧', '蝾', '嗷', '炼', '痘', '憩', '骰', '餮', '脾', '藩', '鳅', '藉', '鸾', '瓜', '熔', '蝙', '蛛', '鸽', '麝', '蹈', '烫', '鲑', '鳗', '膈', '咆', '悖', '婉', '璐', '蓬', '蠕', '鹌', '犟', '砸', '娜', '蓿', '煅', '骷', '娼']",擢,葺
186,噘,口,-1.3216308477941685,"('囗', '口')","[161, 247, 246]",3,e59998,100,"['咆', '嚏', '咸', '嘶', '嘉', '嗤', '嚼', '咏', '咕', '咽', '嗙', '嗄', '嗒', '噩', '咂', '嗲', '嘲', '咀', '嗽', '嚣', '嘱', '咪', '咋', '咨', '咱', '咖', '嗓', '嗅', '咒', '噜', '咣', '嗳', '噬', '嘴', '嗜', '咎', '嘀', '咧', '嗨', '咔', '咿', '噱', '嘘', '咳', '嘛', '嘞', '咬', '嗣', '噗', '咫', '嗖', '嗷', '嘎', '嘟', '嗟', '嘈', '嗡', '嘭', '嚓', '嚷', '咯', '咚', '咩', '嗬', '嘹', '嗑', '咦', '嗝', '噎', '嚎', '嘣', '噫', '嚄', '嗯', '噪', '噢', '嘤', '嘿', '噼', '嗔', '咻', '嘻', '噻', '嚯', '噙', '嘁', '咲', '嘚', '噌', '嘬', '噔', '嗌', '嗐', '咄', '咐', '咙', '咛', '嗦', '咤']",99,"['腑', '獒', '鹊', '狭', '痰', '蹩', '鳅', '翔', '嫡', '蝾', '鸳', '烘', '蕾', '鞠', '蜍', '崎', '病', '炸', '鞘', '蹭', '橇', '簇', '猪', '搓', '藩', '峡', '擒', '瞟', '垢', '椽', '垒', '鼯', '腹', '酩', '蛾', '娆', '鸿', '莓', '痱', '翡', '慈', '烙', '翻', '媾', '磊', '搧', '瘢', '垫', '傧', '踵', '螅', '燮', '磅', '磕', '糗', '峋', '褶', '患', '莱', '悸', '峨', '腺', '槃', '鲸', '疚', '蛔', '褓', '麝', '襟', '蓿', '薮', '娜', '蒸', '矽', '蹦', '妲', '炯', '蓖', '魇', '槛', '悃', '瀣', '檬', '蜂', '垠']",嗜,鲸
187,榛,木,0.8525838648164409,"('木',)","[162, 99, 249]",3,e6a69b,65,"['梦', '橘', '橡', '椿', '横', '榴', '梳', '植', '械', '樵', '梯', '槌', '槟', '樘', '橄', '樱', '椒', '椎', '梵', '梨', '橙', '槐', '槛', '榄', '梓', '梅', '樟', '樽', '椅', '榨', '梗', '椰', '樊', '榜', '榻', '橱', '榔', '檫', '梭', '梁', '橇', '椭', '槽', '椽', '檀', '槃', '榕', '榆', '榎', '橹', '椁', '椴', '槲', '梧', '梏', '梢', '榈', '槁', '檬', '檐', '榷', '梆', '榭', '榉']",64,"['疮', '憧', '咐', '咩', '痘', '瞿', '鳄', '蹰', '腭', '狩', '嘿', '蔑', '鹫', '蘑', '璨', '脱', '鲛', '踉', '蓄', '悖', '狄', '疖', '薰', '蛔', '蓝', '餐', '犄', '炎', '搽', '瘠', '咤', '妨', '猫', '骜', '慑', '婢', '噙', '娓', '鳗', '蟹', '鼯', '蝎', '莴', '鸥', '疥', '魁', '鞑', '搁', '瘸', '鸠', '瀛', '痛', '鳍', '砝', '瞟', '砥', '妍', '褥', '嗙', '猴', '慢', '酚', '澎', '峦', '炒', '鹃', '懂', '腊', '狗', '麟', '嘟', '蝇', '献', '鸵', '鹰', '崇', '鱿', '髓', '藕', '獭', '妯', '猿', '骑', '脉', '熨', '瞪', '鹭', '翌', '病', '疏', '矣', '躇', '疾', '蓦', '腕', '炕', '藻', '蚣']",榈,熨
188,妄,女,2.577971887351675,"('女',)","[161, 99, 226]",3,e5a684,69,"['嫌', '娱', '娇', '婚', '娼', '威', '嫂', '妮', '妳', '妇', '妖', '妓', '妻', '嫦', '妨', '娴', '妹', '妾', '妙', '妥', '嫡', '嫖', '婴', '嬉', '妒', '媚', '媳', '媒', '婢', '媲', '娘', '妞', '妩', '妃', '娟', '妆', '妯', '娑', '妊', '嬷', '婶', '嫁', '嫩', '婉', '娶', '娃', '婊', '婆', '嫉', '妍', '妈', '娥', '妲', '婀', '嬗', '娣', '嫔', '娓', '媾', '娆', '婿', '娌', '娠', '妪', '娩', '媛', '娜', '婪']",68,"['傧', '饮', '磐', '藿', '鸢', '酥', '蹼', '嘟', '咏', '瞅', '薰', '鼯', '饥', '嘀', '搓', '疝', '悴', '痧', '瞒', '蹬', '疵', '橹', '醒', '螈', '熠', '濡', '鲑', '糗', '榷', '脐', '蟾', '翁', '痤', '病', '猥', '嗷', '嗤', '麂', '嗌', '蕾', '傀', '蝠', '蛮', '蚱', '蜮', '螳', '咂', '醺', '脚', '犷', '鳟', '著', '榴', '薪', '蜻', '慵', '蹙', '蝻', '蹈', '嗦', '蘸', '鲡', '娄', '瘩', '髌', '烦', '梢', '瑟', '骑', '疏', '梨', '骰', '燃', '熏', '矿', '麋', '踞', '嗑', '痨', '蜒', '咀', '蔻', '磨', '蝇', '痉', '悠', '樊', '鞑', '蕴', '砂', '鸸', '饵', '翱', '蔬', '瞰', '骡']",妊,蜻
189,饭,饣,6.2724202984973365,"('飠', '饣', '食')","[165, 98, 255]",3,e9a5ad,19,"['饱', '饮', '饥', '饶', '饯', '饼', '饵', '饲', '饴', '饰', '饺', '饽', '饪', '饷', '饨']",15,"['糗', '热', '鸥', '槛', '炽', '咪', '砌', '狩', '痪', '膀', '短', '鹅', '脓', '蚝', '峋', '脆', '腊', '蔻', '梢', '媳', '腚', '蔼', '蝌', '猫', '鸣', '腹', '躁', '腋', '鲛', '瞩', '骸', '蝎', '骗', '悴', '嚣', '嗡', '傲', '莱', '鞭', '蹿', '莨', '酪', '瘢', '鸪', '鬃', '薇', '鼠', '懊', '澄', '潍', '痨', '犸', '椰', '慵', '儡', '鹫', '妙', '猛', '熊', '搂', '痩', '蹩', '襟', '澈', '鞍', '烬', '翌', '髌', '咔', '蹒', '嫂', '橹', '蚕', '瓯', '鼯', '咿', '藐', '搞', '痛', '鞠', '咕', '璜', '蓉', '橙', '炼', '烧', '矛', '嗅', '樽', '蓓', '骷', '矮', '踉', '糙', '璀', '藩', '搁', '鼾']",饰,咪
190,烛,火,2.854053495222053,"('火', '灬')","[163, 225, 249]",3,e7839b,61,"['烦', '炕', '烤', '烟', '煤', '炒', '炮', '烬', '熄', '炼', '炖', '烘', '烧', '烫', '烩', '炊', '熔', '烙', '炉', '烂', '煅', '熨', '燮', '炷', '炫', '燎', '炎', '煲', '煸', '炸', '煊', '燥', '炯', '煽', '炳', '炙', '炽', '煨', '燻', '炆', '烷', '熠', '烊', '烃', '烯']",45,"['媚', '葩', '狐', '鹤', '簸', '蜻', '脖', '猩', '葚', '腚', '狡', '潇', '嘹', '鲥', '矛', '猾', '蚤', '妇', '蚓', '鼠', '噩', '蕃', '莽', '猫', '澈', '蜗', '韬', '糯', '懦', '椎', '膨', '脏', '瞅', '悼', '瑚', '蓟', '鬼', '獗', '韩', '猪', '鸽', '瑕', '蠕', '膏', '脍', '橹', '媛', '瘪', '酵', '蝰', '蛀', '娃', '瓦', '潞', '麝', '踏', '蔼', '翟', '嫁', '翅', '嗣', '榎', '橡', '髑', '蚝', '磐', '脆', '蔚', '蜚', '蜇', '猬', '妙', '咳', '饯', '鲫', '鄂', '饱', '翱', '腺', '嘿', '擀', '蓿', '嘤', '瘌', '瘫', '矍', '娠', '蜡', '痉', '榈', '痊', '瘸', '韶', '麟', '蛎']",烯,蜻
191,鱼,鱼,5.718683238143451,"('鱼', '魚')","[165, 109, 120]",3,e9b1bc,34,"['鳞', '鲜', '鱿', '鲸', '鲍', '鳗', '鲟', '鲑', '鲁', '鲤', '鳌', '鳖', '鲭', '鲣', '鲲', '鲫', '鲈', '鳕', '鲶', '鳟', '鳝', '鲱', '鲮', '鲥', '鲇', '鳃', '鳏', '鳍', '鲡', '鳅', '鲛']",31,"['峙', '蛰', '橱', '妃', '瀚', '瞻', '磅', '翡', '莨', '蛟', '蜃', '螳', '澪', '腓', '熄', '煨', '猢', '葆', '藿', '咤', '热', '咧', '慢', '螃', '榻', '糊', '嗯', '脯', '嗣', '崛', '咙', '鹕', '娣', '椎', '嚣', '瘸', '炒', '悃', '螺', '妾', '嗟', '威', '媳', '蜍', '痊', '鸬', '嫂', '烙', '狠', '狼', '蔑', '瞩', '鸦', '傧', '垫', '鹰', '醒', '蓟', '咬', '烧', '咸', '踝', '妊', '痔', '鄂', '熟', '嘎', '峭', '蓿', '鹅', '蔽', '炼', '蓄', '煽', '腋', '嘈', '瞥', '麝', '獠', '濑', '短', '潦', '鸭', '膺', '妙', '慑', '燻', '擅', '砹', '梯', '醮', '嘱', '梁', '妲', '椴', '董', '蛔']",鲥,莨
192,瞳,目,2.2896619477035562,"('目',)","[163, 252, 111]",3,e79eb3,19,"['瞎', '瞩', '瞿', '瞅', '瞒', '瞪', '瞬', '瞟', '瞥', '瞌', '瞧', '瞻', '瞄', '瞠', '矗', '瞑', '矍', '瞰']",18,"['疖', '酚', '鲈', '蜚', '槽', '嗅', '髑', '猪', '鸿', '鬃', '螅', '骡', '蜜', '嫁', '藜', '磕', '翎', '鹌', '鹚', '搬', '垒', '髦', '蝣', '樽', '槁', '蚕', '咚', '梗', '狭', '樘', '骚', '痰', '蟒', '鲫', '痔', '猎', '潮', '煽', '犬', '婪', '搋', '煲', '咔', '悃', '槐', '潘', '膨', '酗', '鹏', '妓', '蹒', '悍', '蜉', '踹', '濡', '煦', '薛', '莽', '鼯', '嬗', '婊', '鸟', '麋', '妞', '醇', '酬', '噎', '嫉', '著', '嬉', '瘫', '檐', '鹭', '犁', '翻', '峨', '熠', '疏', '莞', '痧', '噔', '潜', '慷', '熄', '嫖', '熨', '葛', '鱼', '鳝', '饷', '瓯', '榈', '蝻', '糅', '悴', '莅', '煮', '妄', '槃']",瞑,咚
193,疥,疒,-2.175071772695086,"('疒',)","[163, 244, 98]",3,e796a5,61,"['痛', '病', '痕', '瘤', '疲', '瘫', '疯', '疾', '疼', '疡', '瘪', '痨', '瘦', '痤', '疫', '疝', '痧', '症', '痂', '疚', '痞', '痴', '痰', '瘾', '痦', '瘢', '痉', '疗', '痿', '痩', '疙', '痘', '疖', '疮', '痢', '痔', '瘘', '疟', '瘟', '瘴', '痹', '疤', '痒', '瘸', '疱', '瘠', '疵', '痱', '痊', '痣', '疹', '疽', '疸', '瘩', '痫', '瘌', '疳', '痪', '瘁', '痍']",60,"['蹊', '蚪', '濡', '璞', '咂', '藐', '瓷', '搏', '峦', '狡', '悔', '噼', '擅', '妒', '煞', '崭', '蚜', '蚕', '蜂', '烩', '娇', '烹', '嗷', '峨', '蛇', '狲', '翳', '猛', '瓢', '婀', '魄', '狸', '烦', '砂', '嫩', '董', '髓', '咪', '鲮', '嚏', '饼', '犒', '破', '蒋', '薄', '槟', '榷', '蔷', '橙', '膀', '煮', '躯', '梓', '踱', '蟑', '悠', '麦', '嬷', '鲱', '咦', '鹅', '傲', '嫉', '褴', '炽', '炊', '踵', '媾', '咄', '鳄', '饨', '蔑', '鼾', '炕', '腿', '踢', '蓓', '橇', '娼', '脆', '鸸', '鳌', '蝈', '傻', '蓄', '蹂', '媛', '餮', '妊', '鞭', '炙', '脚', '葱', '蒜', '砖', '鲡']",痰,狡
194,醒,酉,6.146228824360117,"('酉',)","[165, 228, 240]",3,e98692,28,"['酸', '醋', '酵', '酒', '酥', '醉', '酬', '酱', '醮', '酋', '酣', '酗', '醇', '酿', '酶', '醛', '酷', '酩', '酝', '酯', '醍', '酚', '酪', '酮', '醚', '醺', '醐']",27,"['痹', '蜓', '澪', '糊', '噱', '鼻', '瞰', '砍', '潮', '鸿', '鹅', '璐', '痴', '娶', '痂', '莎', '懵', '樟', '砺', '矢', '饰', '瀣', '咤', '崖', '莓', '蠢', '猴', '砒', '熬', '鲫', '蝌', '魅', '踝', '腓', '躬', '疚', '独', '魏', '悴', '疼', '蔼', '潜', '蚀', '葬', '嗤', '蛇', '踌', '痛', '疱', '璀', '嘬', '鲈', '瀚', '榔', '砸', '蹿', '垃', '搀', '脚', '嗑', '炙', '獒', '瘌', '鹰', '憔', '慷', '嗐', '瘟', '蝉', '垒', '狞', '澳', '瞑', '妨', '瑟', '搬', '椒', '蚊', '妩', '膺', '熔', '蚂', '砂', '糖', '藕', '澜', '踯', '咙', '饮', '槁', '崔', '傍', '檐', '蛊', '烤', '咦']",酵,獒
195,脾,月,3.9558867690745334,"('月',)","[164, 226, 122]",3,e884be,46,"['脑', '脱', '腱', '膝', '腹', '腾', '腓', '脆', '腋', '脚', '脸', '脊', '腔', '脖', '腰', '腿', '腮', '腥', '脐', '腻', '膏', '脉', '膀', '脂', '脓', '腭', '脏', '膨', '膛', '腕', '腊', '膜', '膳', '膊', '腼', '脯', '膈', '膘', '腚', '脍', '腺', '腴', '腆', '腑', '膺']",45,"['擒', '慕', '藐', '狸', '橄', '螃', '悼', '煨', '褥', '潢', '擢', '憾', '瞅', '葱', '嫡', '蚂', '烹', '梦', '鸳', '嘚', '咱', '鄙', '蛔', '疑', '骸', '燕', '咯', '薪', '韩', '猡', '妹', '娴', '薯', '破', '婆', '踏', '擂', '鼯', '瞪', '妍', '葩', '鲣', '鲨', '蟆', '樊', '鹊', '鸸', '酿', '蟒', '榷', '薇', '蛋', '蜇', '矣', '嚓', '疳', '蜚', '慢', '噘', '蘑', '症', '麝', '榎', '魂', '潍', '炽', '婢', '糕', '慷', '翠', '狈', '鲥', '鹃', '犹', '疽', '砰', '疡', '猿', '炫', '骜', '蛀', '妓', '槁', '砂', '翟', '献', '烫', '熬', '翻', '璃', '骄', '榆', '嗅', '瘟', '嗄', '病', '鏖', '樱', '瘌']",腺,酿
196,狡,犭,1.5899900222112844,"('犬', '犭')","[163, 233, 94]",3,e78ba1,45,"['猎', '狩', '狙', '猕', '狼', '猜', '狂', '独', '狸', '狮', '犯', '狗', '猫', '猪', '狒', '狭', '狠', '猛', '猿', '獠', '狱', '猴', '猩', '猝', '猖', '猥', '狐', '猢', '狄', '獭', '犷', '猡', '獗', '犸', '狲', '猬', '狈', '猾']",38,"['莽', '麟', '燃', '蠖', '煸', '蜃', '鳅', '鱼', '躇', '糜', '饪', '嗤', '鳗', '酩', '襄', '瑕', '骤', '嗌', '娩', '鳌', '鼠', '骡', '搭', '麋', '褐', '髅', '濑', '腑', '垣', '妾', '噬', '骼', '醺', '脊', '疸', '炼', '蹈', '踵', '搽', '嘎', '蚤', '踯', '婚', '搧', '悖', '峦', '妙', '蝠', '妄', '糅', '熄', '躏', '簿', '鞠', '著', '榷', '藕', '矩', '蚝', '婊', '饽', '热', '悟', '榉', '膘', '椁', '鲥', '褛', '骜', '蔓', '鹕', '韶', '潢', '砰', '瑰', '饭', '傀', '薇', '脸', '麓', '膳', '蝻', '鼯', '酣', '梧', '鹿', '磺', '嫖', '梅', '瑞', '腚', '蒂', '簧', '翳', '懊', '搋', '褒', '砾']",猬,髅
