,Unnamed: 0,Character,Radical,CharFreq,Radicals,TokenIDs,Length,Bytes,Radical_family,List_radical,Radical_len,List_neither,Pair_radical,Pair_neither,Groups
59,59,今,人,7.681018103017277,"('人', '亻')",[37271],1,e4bb8a,35,"['余', '从', '会', '人', '以', '介', '企']",7,"['张', '起', '女', '立', '场', '产', '门', '权', '平', '阳', '型', '造', '五', '内', '资', '读', '没', '换', '标', '社', '息', '两', '库', '前', '汽', '计', '始', '变', '命', '是', '明', '来', '错', '化', '络', '说', '排', '此', '消', '然', '处', '填', '含', '同', '接', '道', '陆', '了', '其', '提', '移', '英', '京', '专', '简', '等', '达', '请', '复', '只', '系', '番', '失', '初', '转', '还', '功', '改', '线', '需', '模', '约', '思', '考', '海', '向', '进', '题', '话', '税', '友', '败', '地', '情', '之', '责', '持', '反', '意', '更', '通']",从,两,"['介', '余', '人']"
60,60,情,忄,7.741372672773341,"('心', '忄')",[40474],1,e68385,12,['性'],1,"['析', '据', '视', '束', '务', '额', '车', '称', '动', '入', '给', '子', '等', '号', '天', '超', '们', '水', '论', '按', '正', '将', '后', '原', '基', '今', '费', '会', '其', '素', '请', '私', '国', '容', '节', '单', '来', '最', '制', '检', '读', '项', '多', '异', '集', '简', '微', '初', '击', '技', '省', '产', '解', '下', '起', '标', '条', '件', '员', '月', '频', '级', '笑', '装', '五', '木', '连', '都', '回', '整', '交', '书', '权', '修', '命', '家', '程', '为', '部', '间', '在', '该', '有', '不', '询', '中', '计', '并', '待', '力', '何', '流', '二', '换', '客', '小', '软', '预', '名']",性,解,
61,61,义,丶,5.179255638713153,"('丶',)",[65659],1,e4b989,3,"['主', '为']",2,"['还', '展', '介', '模', '称', '影', '您', '止', '专', '据', '需', '倍', '小', '析', '形', '节', '箱', '等', '接', '些', '处', '软', '达', '进', '完', '稿', '多', '回', '里', '钮', '播', '角', '述', '北', '性', '设', '系', '收', '例', '后', '优', '素', '有', '书', '通', '企', '限', '话', '址', '常', '程', '投', '及', '得', '历', '清', '费', '经', '取', '容', '键', '西', '科', '数', '排', '华', '情', '男', '退', '络', '十', '以', '我', '此', '备', '员', '果', '工', '你', '然', '商', '号', '码', '同', '场', '链', '与', '女', '单', '真', '并', '端', '构', '户', '计', '在', '总', '审', '考', '定']",为,还,
62,62,共,八,5.131840024627706,"('丷', '八')",[55999],1,e585b1,5,"['公', '其', '具']",3,"['看', '门', '步', '确', '选', '商', '论', '启', '藏', '然', '责', '电', '求', '处', '端', '环', '读', '签', '男', '点', '购', '合', '到', '钮', '增', '取', '章', '名', '企', '货', '否', '报', '改', '也', '经', '件', '日', '听', '检', '命', '由', '岁', '索', '科', '实', '价', '填', '原', '效', '天', '期', '向', '好', '完', '息', '店', '错', '样', '直', '络', '志', '达', '学', '预', '司', '者', '闭', '务', '之', '例', '视', '当', '定', '二', '如', '左', '以', '角', '为', '心', '您', '页', '话', '据', '束', '等', '些', '并', '变', '广', '院', '制', '像', '全', '败', '构', '告', '利', '供', '基']",其,选,
63,63,价,亻,5.977215256454465,"('人', '亻')",[51392],1,e4bbb7,35,"['但', '传', '作', '供', '优', '使', '任', '停', '修', '信', '值', '位', '例', '何', '保', '像', '代', '体', '倍', '付', '份', '他', '们', '你', '件', '亿']",26,"['治', '别', '检', '岁', '述', '示', '女', '拉', '输', '章', '布', '一', '简', '求', '号', '广', '多', '大', '张', '省', '日', '止', '如', '开', '询', '记', '城', '为', '应', '投', '样', '引', '超', '藏', '组', '络', '板', '由', '我', '米', '程', '笑', '认', '败', '取', '读', '息', '店', '户', '据', '全', '密', '整', '参', '方', '市', '场', '存', '库', '内', '签', '除', '型', '资', '串', '和', '中', '易', '持', '素', '司', '符', '界', '待', '或', '线', '推', '社', '票', '并', '得', '么', '些', '平', '闭', '载', '直', '请', '问', '出', '速', '还', '是']",像,投,"['你', '作', '何']"
64,64,整,攵,5.893606649625367,"('攴', '攵')",[64531],1,e695b4,7,"['放', '效', '收', '政', '改', '数']",6,"['张', '号', '三', '户', '录', '修', '步', '华', '度', '述', '提', '频', '部', '送', '说', '需', '回', '字', '件', '索', '微', '少', '真', '南', '天', '意', '新', '米', '容', '息', '待', '江', '账', '完', '增', '则', '基', '务', '所', '失', '检', '么', '片', '考', '治', '易', '女', '多', '打', '器', '据', '现', '汽', '结', '果', '小', '展', '变', '退', '程', '体', '列', '预', '优', '货', '广', '倍', '机', '费', '见', '板', '立', '版', '陆', '画', '止', '算', '重', '确', '电', '条', '左', '供', '击', '载', '头', '下', '起', '链', '余', '钟', '间', '也', '从', '有', '款', '购', '您', '和']",效,频,"['放', '改', '数']"
65,65,收,攵,6.552271910549536,"('攴', '攵')",[51109],1,e694b6,7,"['放', '效', '整', '政', '改', '数']",6,"['企', '请', '记', '件', '东', '近', '反', '钮', '表', '说', '义', '动', '连', '只', '以', '核', '台', '心', '提', '全', '江', '串', '产', '山', '达', '界', '队', '角', '需', '节', '败', '见', '确', '频', '异', '账', '销', '值', '端', '活', '向', '来', '合', '然', '微', '笑', '填', '列', '素', '常', '录', '车', '导', '两', '装', '张', '线', '出', '断', '址', '都', '及', '是', '必', '停', '么', '询', '看', '命', '接', '送', '邮', '事', '体', '论', '部', '间', '优', '他', '力', '再', '目', '经', '变', '景', '华', '字', '员', '册', '实', '县', '科', '告', '机', '京', '试', '思', '阳', '南']",整,员,"['数', '改', '放']"
66,66,向,口,6.049267544825766,"('囗', '口')",[70141],1,e59091,30,"['周', '后', '告', '品', '号', '司', '口', '可', '听', '和', '商', '合', '同', '名', '命', '启', '器', '员', '只', '台', '含', '右', '哈', '否']",24,"['息', '止', '报', '余', '链', '社', '超', '最', '书', '结', '雷', '辑', '消', '流', '说', '序', '等', '五', '码', '稍', '专', '由', '论', '表', '上', '话', '新', '闭', '性', '开', '投', '男', '态', '在', '也', '局', '县', '少', '读', '位', '语', '注', '他', '地', '全', '打', '击', '编', '速', '章', '算', '明', '这', '陆', '队', '确', '我', '频', '购', '达', '资', '企', '果', '素', '球', '运', '利', '径', '星', '东', '方', '将', '日', '英', '私', '钮', '水', '老', '平', '户', '需', '析', '城', '付', '参', '址', '加', '议', '起', '木', '游', '交', '类', '转']",命,态,"['商', '听', '器']"
67,67,二,二,6.546087319231668,"('二',)",[41920],1,e4ba8c,4,"['于', '五', '些']",3,"['了', '阳', '否', '志', '等', '询', '正', '结', '态', '因', '码', '多', '何', '北', '产', '箱', '与', '单', '出', '除', '图', '优', '系', '连', '误', '但', '立', '家', '先', '速', '藏', '能', '问', '学', '该', '十', '女', '索', '预', '款', '章', '待', '确', '西', '作', '传', '参', '束', '序', '证', '雅', '件', '重', '义', '要', '动', '种', '三', '视', '享', '放', '市', '失', '换', '球', '第', '变', '期', '向', '品', '径', '退', '组', '务', '错', '个', '国', '中', '排', '江', '同', '心', '看', '检', '成', '南', '断', '政', '案', '异', '发', '余', '里', '填', '书', '年', '土', '运', '口']",些,享,
68,68,审,宀,3.956453202549056,"('宀',)",[76323],1,e5aea1,10,"['完', '实', '定', '家', '安', '密', '宋', '客', '容']",9,"['男', '断', '社', '码', '视', '库', '广', '员', '启', '等', '次', '案', '一', '论', '基', '阳', '微', '填', '你', '责', '再', '思', '他', '及', '收', '时', '成', '省', '节', '束', '片', '新', '服', '优', '集', '传', '北', '今', '亿', '可', '本', '数', '或', '真', '户', '下', '步', '必', '错', '汽', '但', '输', '最', '软', '该', '米', '排', '义', '我', '址', '队', '学', '单', '不', '闭', '开', '易', '政', '常', '前', '您', '制', '女', '城', '止', '英', '应', '内', '陆', '外', '例', '总', '力', '来', '理', '个', '私', '设', '付', '西', '于', '布', '异', '串', '简', '机', '影', '造']",家,他,"['完', '客', '密']"
69,69,政,攵,4.934633632608267,"('攴', '攵')",[75513],1,e694bf,7,"['放', '效', '整', '收', '改', '数']",6,"['向', '片', '动', '异', '他', '店', '样', '复', '限', '情', '县', '具', '五', '径', '速', '否', '之', '本', '源', '藏', '华', '语', '板', '简', '实', '稿', '货', '库', '除', '示', '节', '口', '频', '间', '游', '称', '么', '符', '明', '款', '果', '北', '及', '值', '尔', '送', '为', '多', '外', '西', '左', '购', '企', '十', '还', '时', '心', '再', '今', '止', '会', '客', '你', '志', '指', '完', '小', '元', '上', '原', '串', '学', '户', '考', '台', '同', '使', '见', '角', '别', '介', '价', '优', '经', '检', '去', '填', '件', '专', '态', '因', '点', '日', '全', '电', '则', '新', '活', '要']",效,频,"['收', '改', '整']"
70,70,力,力,7.214120970520939,"('力',)",[48634],1,e58a9b,5,"['加', '动', '功', '务']",4,"['常', '里', '族', '完', '说', '作', '男', '径', '更', '门', '当', '球', '日', '志', '间', '输', '新', '管', '次', '享', '修', '含', '何', '源', '再', '符', '组', '查', '击', '北', '详', '据', '口', '数', '议', '天', '预', '连', '编', '易', '位', '序', '十', '木', '没', '与', '队', '单', '真', '其', '全', '先', '然', '录', '件', '链', '了', '移', '台', '注', '键', '事', '设', '标', '外', '复', '和', '册', '必', '送', '上', '方', '容', '简', '告', '们', '私', '技', '邮', '限', '需', '果', '器', '是', '打', '总', '业', '省', '分', '电', '运', '回', '按', '下', '记', '任', '度', '性', '如']",动,果,"['加', '务', '功']"
71,71,布,巾,5.662274481003448,"('巾',)",[52927],1,e5b883,3,"['市', '常']",2,"['选', '款', '族', '源', '一', '法', '出', '大', '来', '其', '反', '组', '份', '力', '华', '数', '重', '启', '确', '效', '感', '签', '预', '游', '主', '更', '线', '道', '值', '合', '计', '息', '索', '学', '志', '待', '景', '具', '报', '统', '检', '为', '解', '符', '频', '额', '省', '打', '影', '城', '果', '业', '址', '管', '未', '问', '微', '水', '实', '使', '体', '级', '南', '听', '因', '十', '含', '设', '片', '页', '税', '向', '击', '治', '好', '径', '务', '考', '必', '利', '英', '总', '企', '都', '汽', '四', '则', '异', '笑', '说', '账', '由', '流', '没', '少', '里', '集', '述', '算', '型']",市,笑,
72,72,实,宀,7.014976242932288,"('宀',)",[41073],1,e5ae9e,10,"['完', '审', '定', '家', '安', '密', '宋', '客', '容']",9,"['布', '转', '然', '收', '取', '结', '调', '或', '米', '签', '加', '番', '图', '院', '败', '入', '价', '后', '方', '记', '器', '额', '钮', '闭', '态', '广', '化', '之', '为', '业', '学', '江', '给', '级', '亿', '拉', '击', '笑', '达', '发', '处', '项', '进', '口', '雷', '填', '码', '倍', '球', '费', '水', '信', '优', '对', '表', '展', '传', '户', '异', '稿', '链', '新', '全', '时', '必', '款', '大', '束', '易', '务', '代', '第', '近', '持', '服', '微', '利', '里', '左', '点', '评', '据', '二', '了', '省', '资', '存', '效', '供', '设', '及', '系', '与', '作', '具', '友', '复']",客,系,"['审', '密', '宋']"
73,73,供,亻,4.350230193284135,"('人', '亻')",[84844],1,e4be9b,35,"['但', '传', '作', '价', '优', '使', '任', '停', '修', '信', '值', '位', '例', '何', '保', '像', '代', '体', '倍', '付', '份', '他', '们', '你', '件', '亿']",26,"['消', '法', '流', '意', '四', '感', '看', '论', '评', '微', '上', '司', '并', '此', '款', '哈', '只', '女', '先', '山', '局', '开', '通', '节', '张', '男', '书', '求', '为', '影', '口', '些', '可', '起', '私', '社', '北', '异', '易', '购', '服', '移', '含', '笑', '类', '器', '运', '站', '球', '期', '约', '游', '专', '尔', '送', '情', '符', '检', '机', '如', '次', '好', '步', '老', '五', '版', '达', '按', '账', '除', '量', '角', '门', '模', '入', '学', '络', '号', '与', '别', '串', '交', '败', '题', '源', '简', '误', '责', '序', '载']",件,四,"['优', '位', '他']"
74,74,从,人,6.867149302794909,"('人', '亻')",[46281],1,e4bb8e,35,"['余', '今', '会', '人', '以', '介', '企']",7,"['败', '设', '城', '版', '情', '打', '之', '藏', '原', '起', '小', '友', '左', '次', '题', '土', '年', '星', '环', '话', '名', '数', '按', '请', '子', '这', '口', '求', '海', '老', '径', '问', '运', '院', '交', '程', '填', '动', '管', '点', '找', '案', '元', '历', '参', '节', '有', '备', '员', '制', '回', '量', '族', '册', '条', '改', '类', '指', '法', '相', '进', '稿', '产', '单', '将', '播', '重', '好', '治', '称', '张', '此', '右', '考', '前', '样', '移', '过', '社', '时', '投', '现', '该', '止', '级', '更', '雅', '命', '雷', '检', '链', '了', '局']",余,册,"['会', '今', '介']"
75,75,更,曰,7.129325272904034,"('曰',)",[34226],1,e69bb4,2,['最'],1,"['清', '日', '十', '按', '库', '期', '责', '这', '索', '服', '到', '由', '江', '转', '两', '束', '秒', '男', '线', '组', '亿', '近', '交', '其', '换', '界', '错', '山', '量', '误', '求', '所', '还', '检', '意', '先', '不', '格', '片', '确', '原', '年', '消', '心', '统', '常', '社', '录', '排', '级', '品', '数', '步', '商', '治', '输', '内', '下', '们', '放', '持', '算', '型', '重', '正', '份', '英', '学', '费', '装', '二', '专', '使', '给', '样', '名', '听', '系', '表', '制', '可', '务', '密', '场', '构', '话', '直', '票', '企', '类', '义', '工', '华', '三', '点', '读', '调', '小', '告', '认']",最,给,
76,76,评,讠,5.560092611423697,"('讠', '言')",[64479],1,e8af84,20,"['话', '认', '议', '请', '调', '说', '语', '试', '证', '记', '设', '论', '该', '计', '读', '详', '误', '询']",18,"['专', '历', '表', '常', '个', '移', '复', '共', '起', '利', '阳', '近', '板', '参', '客', '工', '稍', '微', '店', '载', '应', '考', '连', '体', '本', '权', '万', '整', '析', '是', '要', '管', '息', '命', '游', '程', '件', '停', '听', '税', '器', '异', '第', '定', '何', '好', '哈', '新', '您', '断', '元', '里', '处', '启', '大', '全', '反', '转', '尔', '展', '义', '算', '指', '小', '号', '月', '失', '换', '广', '车', '景', '键', '规', '查', '存', '出', '老', '并', '排', '制', '径', '或', '县', '安', '去', '价', '送', '从', '和', '来', '签', '宋', '二', '城', '在', '都', '值']",设,景,"['询', '计', '证']"
77,77,品,口,6.44922525546065,"('囗', '口')",[25446],1,e59381,30,"['周', '后', '告', '向', '号', '司', '口', '可', '听', '和', '商', '合', '同', '名', '命', '启', '器', '员', '只', '台', '含', '右', '哈', '否']",24,"['使', '感', '直', '条', '除', '装', '章', '超', '序', '现', '方', '倍', '三', '拉', '份', '角', '节', '箱', '接', '价', '宋', '算', '称', '立', '利', '页', '额', '购', '视', '女', '英', '单', '投', '企', '录', '异', '学', '力', '基', '素', '像', '公', '修', '不', '活', '服', '并', '北', '链', '易', '退', '微', '指', '造', '十', '络', '清', '放', '阳', '约', '失', '政', '要', '总', '例', '小', '东', '制', '析', '场', '球', '片', '通', '款', '设', '消', '型', '过', '集', '保', '具', '理', '之', '中', '稿', '更', '审', '提', '形', '两', '件', '机', '如']",和,小,"['商', '号', '右']"
78,78,原,厂,6.5905655736463045,"('厂',)",[53229],1,e58e9f,2,['历'],1,"['中', '话', '务', '样', '异', '不', '类', '管', '宋', '止', '使', '片', '索', '进', '址', '水', '男', '西', '三', '初', '始', '示', '络', '移', '连', '雅', '你', '口', '汽', '集', '游', '供', '心', '数', '格', '号', '正', '外', '章', '含', '录', '计', '直', '容', '引', '笑', '再', '北', '者', '处', '级', '像', '账', '性', '并', '技', '余', '陆', '新', '下', '司', '换', '系', '步', '设', '功', '社', '子', '度', '交', '认', '购', '科', '停', '实', '题', '份', '票', '等', '最', '表', '束', '投', '员', '库', '款', '第', '店', '还', '误', '族', '资', '有', '都', '市', '队', '主', '局', '将', '门']",历,款,
79,79,号,口,6.079543187702479,"('囗', '口')",[18476],1,e58fb7,30,"['周', '后', '告', '向', '品', '司', '口', '可', '听', '和', '商', '合', '同', '名', '命', '启', '器', '员', '只', '台', '含', '右', '哈', '否']",24,"['场', '企', '米', '税', '录', '价', '天', '英', '章', '再', '作', '产', '链', '本', '评', '活', '得', '变', '完', '主', '没', '水', '查', '者', '队', '数', '播', '张', '箱', '义', '送', '能', '装', '软', '志', '组', '投', '专', '保', '户', '海', '资', '则', '最', '认', '考', '等', '事', '例', '格', '反', '初', '钟', '月', '任', '土', '还', '近', '们', '输', '客', '断', '度', '技', '入', '对', '频', '科', '载', '改', '密', '学', '该', '推', '需', '倍', '平', '设', '都', '稿', '政', '清', '除', '述', '雅', '友', '于', '像', '局', '片', '进', '宋', '门']",可,能,"['商', '名', '同']"
80,80,新,斤,8.07174214544503,"('斤',)",[17039],1,e696b0,2,['断'],1,"['星', '片', '连', '基', '放', '费', '流', '线', '册', '详', '调', '单', '万', '素', '款', '前', '需', '门', '学', '江', '当', '东', '院', '客', '多', '果', '能', '雷', '了', '华', '装', '现', '导', '任', '立', '票', '然', '没', '陆', '税', '参', '场', '串', '原', '总', '地', '种', '统', '换', '名', '有', '处', '期', '中', '达', '态', '移', '右', '也', '平', '失', '号', '第', '章', '事', '定', '间', '传', '体', '含', '午', '由', '引', '论', '享', '址', '和', '机', '给', '相', '证', '到', '全', '么', '十', '示', '列', '页', '我', '左', '加', '样', '转', '始', '购', '界', '企', '主', '修', '推']",断,调,
81,81,反,又,6.082038528811866,"('又',)",[95543],1,e58f8d,6,"['取', '变', '友', '发', '及']",5,"['常', '存', '钮', '影', '周', '确', '但', '制', '输', '科', '指', '并', '不', '能', '核', '万', '私', '语', '易', '哈', '义', '断', '码', '城', '回', '止', '保', '钟', '类', '江', '部', '意', '布', '查', '项', '当', '态', '录', '年', '何', '络', '片', '四', '前', '视', '法', '和', '番', '稍', '两', '目', '我', '多', '画', '是', '购', '败', '京', '商', '含', '找', '少', '签', '志', '第', '开', '口', '例', '键', '箱', '男', '话', '设', '日', '政', '院', '超', '统', '代', '立', '待', '异', '号', '会', '定', '英', '正', '与', '读', '得', '频', '本', '检', '条', '外', '还', '询', '户']",变,少,"['友', '发', '及']"
82,82,司,口,5.640873203347816,"('囗', '口')",[65743],1,e58fb8,30,"['周', '后', '告', '向', '品', '号', '口', '可', '听', '和', '商', '合', '同', '名', '命', '启', '器', '员', '只', '台', '含', '右', '哈', '否']",24,"['是', '京', '年', '义', '账', '复', '环', '全', '资', '调', '队', '键', '转', '功', '指', '解', '前', '集', '态', '径', '装', '理', '实', '费', '门', '具', '册', '些', '需', '及', '载', '力', '核', '案', '责', '投', '能', '类', '去', '个', '政', '里', '话', '北', '立', '示', '了', '元', '容', '在', '视', '于', '邮', '上', '存', '志', '库', '当', '签', '五', '公', '共', '述', '样', '活', '重', '阳', '超', '级', '客', '化', '送', '番', '为', '陆', '信', '原', '更', '额', '论', '内', '条', '局', '张', '等', '者', '货', '必', '月', '给', '一']",员,条,"['器', '向', '右']"
83,83,取,又,6.859259856372144,"('又',)",[18655],1,e58f96,6,"['反', '变', '友', '发', '及']",5,"['当', '西', '右', '为', '游', '定', '信', '因', '左', '货', '岁', '这', '断', '在', '到', '张', '基', '算', '息', '找', '速', '机', '五', '其', '链', '入', '异', '向', '通', '络', '值', '次', '规', '今', '与', '说', '级', '误', '否', '优', '政', '功', '家', '客', '车', '后', '前', '户', '但', '收', '立', '持', '球', '注', '给', '近', '务', '口', '构', '核', '账', '北', '总', '析', '示', '未', '介', '没', '处', '二', '余', '开', '节', '门', '见', '中', '修', '选', '能', '束', '华', '额', '土', '平', '于', '购', '之', '成', '江', '画', '除', '雷', '大', '消', '字', '以', '和', '起']",及,基,"['变', '友', '发']"
84,84,考,耂,5.9103483050692445,"('耂',)",[78698],1,e88083,3,"['老', '者']",2,"['持', '付', '直', '三', '亿', '并', '制', '成', '器', '排', '得', '经', '导', '头', '初', '发', '汽', '失', '销', '话', '内', '电', '形', '之', '放', '期', '签', '注', '应', '预', '异', '找', '求', '店', '需', '介', '思', '事', '对', '过', '装', '何', '安', '间', '示', '运', '户', '山', '本', '后', '详', '拉', '车', '倍', '少', '城', '技', '来', '听', '业', '化', '表', '于', '有', '板', '查', '道', '阳', '四', '队', '按', '周', '其', '造', '书', '果', '方', '交', '点', '些', '米', '十', '体', '易', '场', '停', '外', '和', '告', '量', '转', '微', '先', '解', '江', '以', '将', '工', '止', '看']",者,应,
85,85,游,氵,6.46988933738482,"('氺', '水', '氵')",[83994],1,e6b8b8,15,"['流', '海', '没', '消', '清', '法', '注', '江', '汽', '活', '治', '源']",12,"['束', '事', '优', '类', '管', '微', '景', '发', '公', '再', '于', '载', '变', '详', '过', '企', '展', '并', '分', '目', '传', '击', '北', '查', '理', '车', '失', '辑', '推', '影', '队', '番', '初', '此', '所', '播', '现', '场', '见', '单', '代', '客', '业', '进', '销', '反', '论', '报', '如', '算', '介', '节', '阳', '在', '稍', '只', '周', '持', '历', '送', '将', '为', '与', '箱', '序', '当', '容', '常', '日', '别', '集', '定', '找', '章', '门', '一', '直', '前', '原', '保', '应', '据', '政', '约', '解', '付', '土', '读', '东', '运', '否', '格', '二', '服', '国', '示', '布']",流,目,"['江', '海', '消']"
86,86,得,彳,8.373065051056164,"('彳',)",[50928],1,e5be97,4,"['微', '待', '径']",3,"['海', '场', '供', '我', '现', '政', '异', '优', '命', '退', '络', '停', '权', '后', '称', '链', '影', '享', '因', '藏', '电', '据', '任', '在', '重', '国', '是', '左', '资', '系', '主', '当', '雷', '对', '变', '清', '真', '详', '统', '读', '您', '历', '利', '箱', '机', '女', '编', '展', '专', '外', '否', '货', '传', '果', '家', '看', '器', '算', '问', '只', '司', '台', '总', '证', '则', '合', '英', '意', '到', '见', '步', '购', '县', '样', '体', '格', '图', '程', '一', '陆', '户', '所', '级', '都', '引', '库', '代', '作', '案', '门', '片', '番', '软', '更', '周', '客', '销', '会', '题', '以']",径,县,
87,87,标,木,5.559160859844405,"('木',)",[31944],1,e6a087,20,"['案', '查', '木', '样', '核', '模', '机', '检', '来', '条', '格', '果', '板', '本', '构', '权', '束', '未', '析']",19,"['任', '说', '序', '络', '县', '是', '西', '报', '初', '改', '陆', '码', '头', '认', '东', '开', '外', '拉', '四', '频', '番', '及', '播', '存', '户', '值', '理', '画', '族', '度', '科', '审', '第', '学', '系', '按', '期', '地', '星', '更', '账', '你', '布', '两', '先', '税', '队', '退', '午', '稿', '详', '中', '指', '算', '组', '们', '事', '看', '化', '常', '列', '示', '备', '新', '岁', '放', '于', '辑', '活', '价', '分', '不', '历', '效', '企', '他', '密', '微', '链', '图', '参', '您', '加', '门', '之', '雅', '英', '里', '思', '通', '品', '因', '治', '亿', '源', '造', '件']",格,指,"['权', '案', '板']"
88,88,公,八,6.799152178490454,"('丷', '八')",[35417],1,e585ac,5,"['共', '其', '具']",3,"['增', '族', '格', '未', '理', '何', '此', '解', '反', '为', '量', '到', '退', '销', '评', '法', '索', '五', '些', '店', '心', '使', '上', '复', '倍', '参', '宋', '版', '试', '引', '会', '一', '外', '述', '排', '单', '社', '份', '例', '服', '户', '该', '达', '个', '性', '需', '权', '如', '播', '核', '商', '打', '径', '等', '导', '好', '番', '定', '真', '活', '只', '治', '机', '万', '么', '没', '管', '雅', '期', '认', '消', '始', '北', '节', '与', '政', '链', '入', '传', '享', '频', '可', '易', '城', '车', '号', '交', '录', '两', '南', '计', '余', '华', '类', '和', '调', '通', '算', '样', '步']",共,销,
89,89,变,又,6.582845577863981,"('又',)",[75140],1,e58f98,6,"['反', '取', '友', '发', '及']",5,"['过', '确', '素', '能', '三', '海', '应', '华', '级', '条', '步', '近', '共', '老', '指', '外', '此', '些', '清', '宋', '解', '注', '五', '约', '该', '论', '现', '种', '雷', '时', '统', '私', '山', '重', '小', '并', '进', '务', '将', '一', '集', '力', '单', '样', '报', '误', '异', '最', '上', '门', '索', '安', '作', '计', '性', '整', '箱', '端', '钮', '合', '南', '改', '有', '打', '情', '常', '说', '城', '听', '参', '环', '收', '放', '新', '检', '明', '汽', '任', '闭', '都', '头', '册', '角', '今', '止', '排', '类', '队', '态', '企', '处', '周', '电', '析', '球', '因', '除', '相', '地']",取,将,"['及', '发', '友']"
90,90,组,纟,5.1918312176027,"('糸', '纟')",[41127],1,e7bb84,13,"['编', '经', '结', '给', '约', '统', '线', '级', '络']",9,"['述', '务', '宋', '景', '示', '私', '亿', '角', '画', '其', '议', '当', '案', '不', '好', '试', '权', '最', '除', '员', '输', '去', '正', '页', '客', '填', '站', '向', '链', '他', '器', '时', '义', '县', '企', '据', '未', '政', '四', '本', '星', '在', '稿', '安', '老', '退', '运', '相', '两', '定', '倍', '有', '同', '二', '体', '引', '版', '五', '符', '样', '常', '钮', '考', '击', '总', '量', '源', '并', '必', '藏', '果', '信', '只', '频', '户', '思', '等', '再', '今', '何', '间', '核', '证', '治', '超', '始', '种', '于', '款', '头', '初', '社', '解', '否', '理', '您']",编,倍,"['统', '约', '经']"
91,91,道,辶,7.781852701513512,"('辶',)",[45893],1,e98193,16,"['通', '近', '过', '这', '退', '选', '还', '运', '连', '进', '送', '造', '述', '速', '达']",15,"['听', '应', '格', '司', '部', '提', '变', '节', '是', '审', '开', '需', '中', '点', '载', '回', '优', '拉', '息', '头', '钮', '友', '口', '门', '打', '水', '一', '由', '符', '要', '人', '径', '该', '书', '图', '软', '击', '或', '语', '为', '木', '当', '社', '形', '右', '启', '权', '名', '目', '责', '江', '闭', '程', '左', '调', '治', '付', '处', '数', '产', '次', '族', '海', '安', '器', '复', '装', '余', '平', '大', '政', '价', '议', '案', '市', '误', '码', '限', '传', '并', '完', '税', '性', '异', '量', '费', '箱', '失', '外', '及', '填', '级', '解', '更', '么', '以', '少']",送,语,"['过', '连', '选']"
92,92,基,土,5.482201451958087,"('土',)",[75146],1,e59fba,10,"['增', '土', '地', '城', '型', '在', '场', '填', '址']",9,"['误', '播', '编', '导', '要', '待', '板', '客', '形', '果', '微', '指', '十', '向', '画', '册', '安', '或', '条', '稿', '万', '电', '多', '评', '号', '解', '符', '站', '女', '雅', '再', '命', '清', '应', '存', '门', '修', '个', '友', '专', '哈', '意', '转', '总', '时', '链', '箱', '期', '工', '径', '是', '力', '软', '步', '法', '列', '游', '反', '京', '节', '代', '辑', '外', '度', '流', '雷', '完', '送', '止', '素', '源', '历', '议', '引', '页', '员', '投', '提', '东', '单', '第', '市', '们', '资', '示', '系', '元', '山', '了', '所', '签', '次', '影', '放', '可', '预', '院', '年', '排', '倍']",城,游,"['地', '址', '在']"
93,93,优,亻,5.153020459478105,"('人', '亻')",[91272],1,e4bc98,35,"['但', '传', '作', '价', '供', '使', '任', '停', '修', '信', '值', '位', '例', '何', '保', '像', '代', '体', '倍', '付', '份', '他', '们', '你', '件', '亿']",26,"['议', '误', '下', '五', '户', '册', '对', '详', '要', '息', '进', '打', '然', '能', '录', '时', '一', '别', '稿', '节', '相', '选', '键', '力', '土', '意', '给', '常', '串', '需', '问', '上', '展', '码', '四', '日', '链', '异', '初', '么', '试', '道', '钮', '海', '木', '始', '学', '如', '规', '报', '复', '更', '击', '否', '南', '所', '级', '当', '市', '片', '女', '三', '线', '江', '密', '考', '指', '账', '含', '提', '国', '程', '述', '类', '族', '理', '并', '型', '待', '台', '排', '算', '结', '效', '标', '语', '起', '站', '这', '存', '月', '该', '景']",使,报,"['价', '倍', '件']"
94,94,主,丶,6.776459100689477,"('丶',)",[36668],1,e4b8bb,3,"['义', '为']",2,"['移', '现', '新', '然', '视', '通', '阳', '值', '城', '常', '费', '果', '男', '题', '送', '排', '例', '位', '哈', '岁', '家', '午', '形', '他', '体', '退', '笑', '述', '共', '院', '账', '活', '重', '历', '及', '简', '效', '得', '二', '票', '修', '四', '投', '连', '审', '以', '性', '县', '余', '态', '向', '们', '误', '成', '清', '存', '产', '司', '雅', '站', '示', '试', '径', '两', '解', '加', '服', '给', '据', '要', '打', '立', '思', '改', '明', '水', '门', '心', '场', '供', '错', '议', '钟', '少', '业', '保', '您', '址', '找', '米', '点', '倍', '则', '环', '线', '技', '使', '像', '没', '板']",义,形,
