,Character,Radical,CharFreq,Radicals,TokenIDs,Length,First,Token_family,Radical_family,List_both,Both_len,List_radical,Radical_len,List_token,Token_len,List_neither,Pair_both,Pair_token,Pair_radical,Pair_neither
552,缶,缶,-2.7457520682862215,"('缶',)","[25906, 114]",2,25906,30,7,"['缺', '缸']",2,"['罄', '罐', '罂', '罅']",4,"['缘', '缆', '缱', '缠', '缉', '缜', '缕', '缅', '缔', '缩', '缓', '缴', '缄', '缤', '缝', '缥', '缰', '缭', '缀', '缪', '缎', '缢', '缈', '缮', '缚', '缨', '缛']",27,"['懒', '砍', '咿', '莨', '砾', '腌', '隙', '痹', '赘', '蔗', '蜿', '橹', '攸', '蜚', '瞧', '操', '臀', '妆', '病', '航', '蛔', '娠', '傅', '疡', '蛮', '慕', '娜', '尉', '蛙', '绿', '勾', '蛹', '蹊', '蚯', '嫡', '咦', '走', '圆', '邋', '葺', '嫂', '娘', '燮', '炳', '扩', '搔', '煦', '悔', '慨', '襟', '殊', '蚱', '寅', '砖', '熙', '嘴', '瞎', '白', '澳', '圃', '潢', '肮', '赞', '阉', '脏', '邪', '痊', '蛾', '赊', '扳', '噔', '煎', '隧', '薪', '蚣', '臾', '执', '勘', '蟋', '骐', '蒙', '肠', '究', '勇', '骚', '咋', '嘣', '葩', '膘', '赳', '饺', '葵', '居', '噩', '寻', '垂', '疝', '饵']",缺,缘,罐,操
553,嗜,口,1.9363358903352978,"('囗', '口')","[161, 245, 250]",3,161,218,321,"['咆', '嚏', '咸', '嘶', '嘉', '嗤', '嚼', '咏', '咕', '咽', '嗙', '嗄', '噘', '嗒', '噩', '咂', '嗲', '嘲', '咀', '嗽', '嚣', '嘱', '咪', '咋', '咨', '咱', '喉', '咖', '嗓', '嗅', '咒', '噜', '咣', '嗳', '噬', '嘴', '咎', '嘀', '咧', '嗨', '咔', '咿', '噱', '嘘', '咳', '嘛', '嘞', '咬', '嗣', '噗', '咫', '嗖', '嗷', '嘎', '嘟', '嗟', '嘈', '嗡', '嘭', '嚓', '嚷', '咯', '咚', '咩', '嗬', '嘹', '嗑', '咦', '嗝', '噎', '嚎', '嘣', '噫', '嚄', '嗯', '噪', '噢', '嘤', '嘿', '噼', '嗔', '咻', '嘻', '噻', '嚯', '噙', '嘁', '咲', '嘚', '噌', '嘬', '噔', '嗌', '嗐', '咄', '咐', '咙', '咛', '嗦', '咤']",100,"['喏', '唁', '囔', '古', '哪', '吐', '唇', '叮', '吝', '哆', '另', '吞', '吧', '喷', '呕', '哀', '哄', '哗', '啸', '呆', '吸', '吾', '哨', '吃', '吵', '呃', '呢', '啥', '喜', '呈', '味', '唱', '唯', '哼', '各', '史', '叫', '吟', '叨', '喂', '召', '呜', '吹', '呓', '呼', '响', '呦', '吕', '善', '啊', '叩', '喧', '呐', '叹', '叭', '吩', '叱', '吭', '喊', '唤', '唾', '喽', '吊', '哩', '呵', '吉', '啃', '喇', '喘', '囍', '呸', '呛', '哏', '吡', '囊', '啄', '唆', '吮', '唉', '哟', '哲', '吨', '唐', '哑', '售', '哞', '啼', '君', '吗', '哎', '吁', '啜', '句', '啦', '呗', '吠', '呀', '唸', '唠', '呎', '喔', '哽', '呱', '啧', '哭', '啤', '哔', '唢', '吻', '吓', '呯', '喃', '唬', '吆', '叶', '唏', '哺', '哇', '哐', '叽', '喝', '哦', '啵', '吱', '吴', '喀', '啪', '哉', '呷', '哥', '喻', '呻', '吏', '哮', '吼', '啮', '喋', '吋', '叼', '喵', '喳', '唧', '唔', '啰', '哒', '唛', '吔', '呔', '呒', '啫', '呲', '啐', '唰', '吽', '唻', '呡', '唵', '呶', '哬', '哧', '啻', '啡', '喱', '啶', '啬', '啷', '哝', '啕', '啭', '唳', '喑']",171,"['垄', '嫌', '娱', '娇', '婚', '娼', '威', '儒', '傻', '嫂', '峡', '崩', '妮', '妳', '妇', '妖', '嵌', '妓', '妻', '垂', '催', '妄', '嫦', '妨', '娴', '峙', '妹', '妾', '峻', '妙', '崎', '嵩', '妥', '嫡', '嫖', '婴', '嬉', '储', '妒', '媚', '媳', '媒', '傧', '崇', '婢', '媲', '娘', '傲', '妞', '垫', '妩', '崽', '妃', '崔', '垢', '娟', '傍', '垒', '妆', '妯', '娑', '妊', '嬷', '婶', '嫁', '嫩', '婉', '娶', '峨', '娃', '崭', '婊', '崛', '垮', '婆', '峰', '嫉', '妍', '垃', '崴', '垦', '妈', '峭', '娥', '妲', '嶙', '傀', '嬴', '婀', '嬗', '娣', '崖', '傅', '嫔', '娓', '媾', '娆', '婿', '峦', '娌', '娠', '垠', '嶂', '妪', '娩', '媛', '垛', '峋', '儡', '娜', '婪', '垩', '儆', '垣']",114,"['阴', '膏', '憾', '螃', '邸', '蔷', '膳', '蜷', '蕉', '舷', '激', '望', '葛', '蹲', '煽', '寺', '臾', '蜒', '械', '脊', '奖', '蜚', '濒', '歃', '梁', '朴', '蝎', '熹', '圣', '蓿', '蝇', '糁', '阪', '寒', '扬', '煸', '赘', '蚝', '犊', '悟', '蒂', '砥', '蜡', '痛', '边', '梧', '雌', '鞘', '烹', '橱', '奋', '殃', '辽', '疾', '扩', '募', '缔', '砰', '脖', '烧', '燮', '执', '烤', '疲', '懑', '糠', '隙', '葆', '襄', '椎', '蚍', '濑', '糨', '殇', '檐', '簿', '破', '矾', '蜜', '膈', '舰']",咱,妇,唉,阴
554,藕,艹,1.8791749312310044,"('艹',)","[164, 245, 243]",3,164,279,191,"['蒜', '葱', '莴', '莽', '蔡', '莹', '薪', '藤', '薏', '蔚', '获', '蔑', '藩', '蕴', '蓄', '薄', '蓬', '葬', '莲', '莫', '蔷', '蒙', '藜', '蓓', '蒸', '蔗', '莎', '董', '蔓', '葫', '蓉', '莞', '蓝', '蔵', '著', '藐', '莅', '蕃', '薛', '蕾', '蓖', '蒋', '蔽', '莓', '葵', '藿', '蓑', '蘑', '蓦', '薯', '蒂', '蒲', '蘸', '葡', '蕉', '蔬', '莱', '薰', '葛', '藉', '莺', '蕊', '蓟', '藻', '薇', '莨', '蔫', '薮', '莉', '蔼', '蔻', '蓿', '葺', '葩', '蒡', '葚', '葆', '藓', '蕨']",79,"['艺', '苯', '草', '药', '花', '荣', '芋', '苦', '萦', '菜', '萌', '荒', '营', '苍', '茧', '荧', '落', '茁', '茶', '荫', '茫', '茱', '苗', '范', '苏', '芽', '荷', '若', '茅', '菁', '芯', '菲', '苟', '荻', '苹', '茉', '苛', '茴', '荟', '芳', '荡', '茎', '菇', '荐', '荞', '菠', '萎', '菱', '菩', '艾', '茂', '芝', '芬', '苺', '萃', '萝', '茹', '芥', '茸', '茄', '苜', '芸', '萨', '萧', '苑', '芹', '荔', '茨', '菟', '芒', '荼', '菌', '荨', '荠', '荆', '萍', '苔', '菅', '荤', '萤', '芦', '芭', '菊', '苇', '芙', '茗', '芜', '茵', '菸', '芮', '芫', '茜', '茬', '菏', '萘', '萁', '萸', '苡', '苞', '荚', '苣', '苷', '茏', '萄', '菪', '荽', '茔', '荜']",108,"['蹿', '脑', '褶', '螺', '蛰', '蟠', '脱', '踹', '蚀', '腱', '膝', '腹', '蜈', '蠢', '蜂', '蚕', '腾', '襁', '腓', '褒', '蝎', '脆', '蜥', '蹦', '蚍', '蹊', '脾', '腋', '脚', '脸', '蹩', '蟋', '脊', '融', '踌', '踪', '胁', '踏', '蝮', '蜕', '褐', '腔', '蛊', '脖', '腰', '腿', '蛀', '蟾', '腮', '蜡', '蚊', '蚁', '蚂', '蜜', '蛙', '腐', '蜷', '蛋', '蹉', '踟', '蛤', '踝', '蝰', '腥', '蟒', '脐', '褥', '蝉', '蹄', '踩', '腻', '蛛', '褪', '蛮', '膏', '蹟', '躁', '蹬', '蜘', '蝶', '襟', '蛟', '褂', '脉', '蛆', '蹈', '膀', '襄', '脂', '蟹', '蝗', '蝴', '脓', '蚜', '蝼', '蜗', '蝾', '蹋', '蠕', '蟑', '蚱', '腭', '蛇', '蝇', '蚌', '脏', '蜚', '踯', '膨', '膛', '跻', '腕', '蛾', '腊', '踢', '蝌', '蜻', '蛹', '蜿', '褡', '蛔', '膜', '膳', '蹒', '腌', '蹭', '踉', '膊', '蜉', '蹙', '蹲', '蚯', '蜀', '螳', '腼', '蝙', '蚤', '踊', '脯', '膈', '膘', '螃', '褴', '踱', '蹂', '蝈', '蚝', '蛐', '蝻', '腚', '蚶', '蹑', '脍', '蛎', '腺', '蚣', '褓', '蜴', '胝', '蟀', '躇', '脔', '蠖', '蜮', '蹰', '蜊', '螈', '螂', '踞', '蜢', '螅', '躅', '腴', '蚪', '蜓', '蜒', '蜍', '蜇', '蛳', '蝣', '踵', '蹼', '蚓', '蟆', '蟥', '腆', '蝠', '蛭', '褛', '腑', '膺', '躏', '蹶', '蹴', '蜃']",195,"['搭', '尉', '悖', '悲', '缨', '隘', '噩', '檀', '瀛', '肺', '婀', '圭', '噌', '辍', '隐', '辈', '垫', '足', '屋', '澄', '嘭', '疟', '鞭', '煞', '椭', '嘻', '攥', '骄', '赝', '鄙', '梆', '瑰', '橹', '尸', '潢', '射', '催', '慧', '扁', '嬴', '缤', '奋', '砸', '趟', '辄', '嫖', '屠', '妇', '随', '糕', '歉', '烯', '梏', '熨', '痫', '峰', '憬', '雄', '缢', '绿', '瑶', '嗙', '携', '嗖', '舰', '邬', '缀', '噜', '磐', '朽', '烂', '尼', '烁', '饶', '嬉', '娼', '屿', '炼', '疮', '邓', '肖']",葺,褡,菪,缢
555,傧,亻,-1.5041774017766074,"('人', '亻')","[161, 224, 100]",3,161,218,182,"['儒', '傻', '催', '储', '傲', '傍', '傀', '傅', '儡', '儆']",10,"['俯', '仰', '借', '侣', '俊', '侧', '倒', '促', '仙', '俱', '偏', '仪', '休', '依', '倾', '侦', '伯', '仆', '便', '俭', '伸', '住', '伏', '低', '侍', '佃', '僧', '佣', '仔', '僻', '候', '伤', '佛', '健', '偶', '佳', '假', '做', '侠', '倡', '债', '偷', '伴', '仕', '仗', '俚', '伊', '伦', '俗', '侄', '僵', '仍', '侬', '倚', '倭', '佐', '倏', '偎', '佝', '仟', '偿', '侵', '仇', '伪', '仲', '佬', '偕', '侮', '仁', '什', '伉', '仞', '估', '伫', '伶', '伎', '似', '倘', '倩', '俘', '倔', '侨', '伟', '佑', '伙', '侃', '倌', '俸', '俳', '佩', '俾', '伐', '伽', '俄', '伺', '侈', '佗', '倦', '俏', '侯', '侏', '仅', '俨', '佯', '侥', '佰', '伍', '偌', '俺', '俑', '俩', '仨', '佷', '佼', '偃', '倪', '僚', '偻', '俪', '俐', '侩', '佻', '仃', '俣', '伥']",125,"['垄', '嫌', '咆', '嚏', '娱', '娇', '婚', '咸', '娼', '威', '嘶', '嘉', '嫂', '峡', '崩', '妮', '妳', '嗤', '嚼', '咏', '妇', '咕', '妖', '嵌', '妓', '咽', '妻', '嗙', '垂', '嗄', '噘', '妄', '嫦', '嗒', '噩', '咂', '妨', '嗲', '嘲', '咀', '嗽', '嚣', '娴', '嘱', '峙', '咪', '咋', '妹', '咨', '咱', '喉', '妾', '峻', '咖', '嗓', '妙', '嗅', '崎', '嵩', '妥', '嫡', '咒', '嫖', '婴', '噜', '嬉', '咣', '嗳', '妒', '噬', '媚', '媳', '媒', '嘴', '嗜', '咎', '嘀', '崇', '婢', '媲', '咧', '娘', '嗨', '妞', '咔', '垫', '妩', '崽', '咿', '噱', '妃', '嘘', '咳', '崔', '嘛', '垢', '娟', '嘞', '垒', '妆', '咬', '嗣', '妯', '娑', '妊', '噗', '嬷', '婶', '咫', '嫁', '嫩', '嗖', '婉', '嗷', '娶', '嘎', '嘟', '嗟', '嘈', '峨', '娃', '嗡', '崭', '婊', '崛', '垮', '嘭', '嚓', '婆', '峰', '嚷', '嫉', '咯', '咚', '咩', '妍', '垃', '崴', '垦', '嗬', '妈', '嘹', '嗑', '峭', '咦', '嗝', '噎', '娥', '嚎', '嘣', '妲', '嶙', '噫', '嚄', '嗯', '噪', '噢', '嬴', '嘤', '婀', '嘿', '噼', '嗔', '嬗', '咻', '嘻', '娣', '崖', '噻', '嚯', '嫔', '噙', '嘁', '咲', '嘚', '噌', '嘬', '噔', '嗌', '嗐', '咄', '娓', '媾', '咐', '咙', '娆', '婿', '峦', '娌', '娠', '垠', '嶂', '妪', '咛', '娩', '媛', '嗦', '垛', '峋', '娜', '婪', '垩', '垣', '咤']",204,"['懑', '肴', '梦', '肪', '檫', '屠', '蔗', '烙', '玷', '尺', '奎', '饼', '榎', '蕃', '慑', '奠', '殓', '犄', '蛆', '蜒', '脏', '阴', '肚', '膈', '榷', '褛', '辍', '膀', '肺', '炳', '寸', '殄', '瘘', '葬', '勋', '腺', '奄', '赘', '饥', '疾', '赌', '难', '骄', '膛', '饽', '殃', '朽', '辕', '骜', '执', '赐', '奥', '腕', '缠', '脸', '歼', '藩', '瞰', '寇', '梅', '腼', '蛹', '阉', '蛊', '矿', '攸', '舷', '赃', '缱', '簪', '骛', '邀', '脐', '痉', '潦', '朔', '肥', '蟾']",傻,嗯,依,脸
556,寨,宀,2.6909515148603034,"('宀',)","[15973, 101]",2,15973,19,51,"['寒', '寰', '寓', '寝', '寄', '富', '寡', '寥', '寂', '察', '寅', '寇', '寐', '寞']",14,"['宝', '宅', '宽', '宣', '官', '宁', '宛', '宾', '宏', '害', '守', '宠', '宫', '宗', '宇', '宿', '宰', '宴', '宪', '宜', '室', '宵', '宙', '宕', '它', '宦']",26,"['寻', '寿', '寺', '寸']",4,"['梢', '瑞', '葩', '炫', '瘩', '咆', '婉', '缨', '糁', '葵', '嘴', '蜮', '脂', '儆', '煅', '妊', '擢', '椎', '扳', '趄', '踹', '缸', '煞', '煊', '朱', '藉', '尺', '噜', '扎', '糜', '蒜', '膛', '蠕', '饰', '炷', '澎', '褶', '扦', '封', '儒', '饪', '蝗', '瞻', '嬴', '绿', '嗅', '末', '疟', '梦', '蓑', '蕉', '奖', '鄂', '烯', '蚜', '鞠', '蹿', '尸', '嘚', '娱', '烁', '蟋', '饶', '褡', '嗨', '娼', '垦', '蛛', '蚝', '婊', '攻', '妻', '榷', '懂', '噪', '疸', '痿', '妮', '悃', '慷', '蚍', '橡', '圾', '缓', '蚊', '搅', '襁', '媲', '潘', '悯', '蔼', '嘟', '雌', '潦', '朲', '嘛', '蘸']",寇,寸,宙,蒜
557,砒,石,-0.6012975269300662,"('石',)","[163, 254, 240]",3,163,309,61,"['砧', '磕', '矿', '磁', '破', '石', '磊', '砂', '砾', '磨', '砸', '磷', '砌', '砚', '砖', '磺', '磅', '研', '砍', '矽', '砷', '砝', '磐', '磋', '砰', '砣', '砹', '矾', '砭', '砺', '砥']",31,"['硬', '础', '硕', '硝', '碍', '碴', '碰', '硼', '碘', '碳', '碑', '硫', '礁', '碟', '碧', '碉', '碎', '碗', '硅', '碌', '碾', '碱', '硒', '硌', '碜', '礴']",26,"['簪', '痛', '烹', '照', '繁', '热', '绿', '病', '痕', '熟', '烦', '炕', '瘤', '疲', '瘫', '疯', '烤', '疾', '烟', '糖', '糨', '煞', '瑟', '煤', '炒', '炮', '疼', '糟', '炬', '糕', '熏', '烽', '燕', '疡', '燃', '烬', '熄', '炼', '糜', '瞎', '烛', '瞳', '疥', '糗', '炖', '烘', '瘪', '烧', '烈', '烫', '瑕', '烩', '璐', '炊', '熔', '痨', '瘦', '璜', '烙', '痤', '炉', '炭', '煎', '烂', '疫', '疝', '熙', '煅', '痧', '瞩', '糠', '症', '痂', '疚', '痞', '瑜', '痴', '熨', '瞿', '瞅', '痰', '燮', '瞒', '瀑', '瞪', '瑶', '瘾', '痦', '瘢', '炷', '糊', '犁', '炫', '簇', '燎', '痉', '疗', '瞬', '炎', '痿', '瑭', '痩', '煲', '煸', '熊', '瞟', '疙', '痘', '疖', '炸', '瞥', '玷', '瞌', '疮', '痢', '痔', '糯', '瘘', '煊', '燥', '煌', '糙', '瑰', '疟', '簿', '炯', '犀', '煽', '炳', '煮', '瘟', '熹', '瘴', '痹', '疤', '瞧', '烁', '痒', '熬', '璀', '瘸', '糅', '瞻', '疱', '瞄', '璞', '瑞', '炙', '犒', '炽', '犄', '瘠', '疵', '瞠', '簸', '痱', '痊', '矗', '煨', '瞑', '矍', '痣', '燻', '疹', '犟', '簧', '熵', '煦', '炆', '糍', '烷', '糁', '熠', '烊', '疽', '疸', '瘩', '璃', '痫', '烃', '瞰', '瀛', '瘌', '璨', '疳', '犊', '瑚', '痪', '瀚', '瑙', '烯', '瀣', '瘁', '痍']",194,"['屠', '屈', '襟', '雕', '藉', '腥', '走', '艇', '骜', '妓', '垒', '癌', '嗡', '蹋', '舶', '寝', '梳', '藿', '蝉', '搋', '蛾', '奄', '樱', '扎', '殃', '缓', '莫', '嘁', '蹰', '妯', '赠', '饯', '阵', '槽', '赡', '寓', '槲', '阂', '咀', '辄', '崽', '妆', '缆', '蜃', '槌', '肱', '樊', '悼', '肮', '隔', '嫔', '融', '饲', '蔫', '骗', '椒', '蝰', '扯', '妒', '傲', '湄', '越', '嘲', '媳', '添', '邦', '董', '濡', '扇', '膳', '蚌', '骥', '嘶', '尽', '咳', '难', '蚓', '傀', '垛', '薯', '娘', '潇', '肉', '歇', '朵']",砝,疖,硌,嘁
558,饼,饣,4.140033095908031,"('飠', '饣', '食')","[165, 98, 120]",3,165,209,32,"['饱', '饮', '饥', '饭', '饶', '饯', '饵', '饲', '饿', '饴', '饰', '饺', '饽', '饪', '饷', '饨']",16,"['馊', '馈', '馒', '馆', '馁', '馏', '馄', '馋', '馍', '馅']",10,"['骄', '骚', '鞍', '鞭', '鄙', '骆', '骗', '鞋', '邬', '骂', '鞑', '骁', '骥', '骐', '邹', '骑', '郝', '鞠', '骡', '骏', '骤', '鄂', '骝', '骋', '鞘', '骜', '骛']",27,"['蟾', '懒', '殊', '蹄', '尸', '雁', '瞄', '臾', '瞑', '娌', '潭', '蓟', '薮', '崔', '屐', '赖', '憨', '烧', '勤', '腻', '脆', '赋', '潜', '扑', '糗', '蟋', '燎', '辄', '腋', '炙', '蜮', '薛', '犟', '肝', '舷', '搅', '殃', '缱', '歃', '疥', '咱', '垩', '嗜', '擦', '蕊', '垣', '隆', '辽', '燥', '胝', '阈', '嚷', '娩', '蝈', '蜊', '咪', '澡', '瞬', '雹', '蜻', '澄', '嗌', '蛭', '富', '澎', '噌', '殖', '莉', '足', '舱', '噘', '砝', '阁', '噙', '扉', '腊', '梳', '蟒', '嬗', '咕', '媲', '她', '痹', '扎', '疱', '悔', '赘', '奠', '烂', '褐', '咧', '矍', '腱', '妍', '缘', '辆', '阀']",饽,骛,馏,蛭
559,梓,木,1.2374752763799373,"('木',)","[162, 95, 241]",3,162,158,210,"['梦', '概', '橘', '橡', '椿', '横', '榴', '榛', '梳', '植', '械', '樵', '梯', '槌', '槟', '樘', '橄', '樱', '椒', '椎', '梵', '梨', '橙', '槐', '槛', '榄', '梅', '樟', '樽', '椅', '榨', '梗', '椰', '樊', '柳', '榜', '榻', '橱', '榔', '檫', '梭', '梁', '橇', '椭', '槽', '椽', '檀', '槃', '榕', '榆', '榎', '橹', '椁', '椴', '槲', '梧', '梏', '梢', '榈', '槁', '檬', '檐', '榷', '梆', '榭', '榉']",66,"['柜', '枯', '架', '染', '楷', '枪', '柩', '枕', '末', '杯', '杀', '柄', '松', '极', '柱', '柔', '楼', '枝', '朽', '杂', '柿', '桎', '校', '树', '朴', '栋', '根', '枫', '林', '桥', '李', '棍', '桑', '栈', '栗', '村', '栅', '杏', '桨', '桃', '柏', '杵', '棋', '棕', '柬', '棉', '楚', '杨', '森', '朱', '栽', '棺', '杜', '框', '棚', '栖', '档', '楔', '杆', '杠', '柑', '柯', '枢', '杰', '朵', '柺', '桐', '杉', '棒', '桌', '柴', '桩', '栏', '柚', '栓', '桂', '桔', '杖', '枣', '杭', '枷', '桡', '桦', '术', '棵', '楞', '棱', '桁', '材', '株', '杪', '棠', '枸', '棘', '枚', '枉', '柠', '札', '某', '桶', '桅', '楠', '柒', '栀', '桀', '桉', '楸', '桖', '栎', '朲', '杞', '栩', '杳', '棂', '桠', '桓', '楂', '枭', '楣', '栌', '杈', '楦', '枥']",123,"['懊', '搜', '澪', '慑', '激', '悔', '搏', '擒', '搅', '懒', '懵', '搀', '憎', '操', '憋', '悲', '憾', '潮', '搁', '搞', '擤', '慰', '悖', '潜', '添', '憨', '擅', '搬', '搭', '懂', '悠', '搂', '悯', '澄', '慈', '悬', '湄', '濒', '悄', '悉', '患', '濑', '潭', '擂', '澎', '潇', '悍', '憧', '慌', '搓', '慢', '悦', '搧', '搔', '懦', '擢', '慎', '悼', '悴', '澈', '澳', '搽', '搋', '澡', '慧', '擀', '慷', '潘', '悟', '懈', '携', '悃', '慨', '搪', '擦', '憔', '潦', '慕', '慵', '潍', '悸', '潞', '憩', '澜', '憬', '搐', '懑', '潢', '濡']",89,"['痕', '肩', '蓟', '熊', '饯', '勉', '腕', '嵌', '究', '嘀', '熄', '蚂', '那', '董', '肾', '阈', '嚣', '赵', '殖', '蜿', '察', '赢', '蠖', '襟', '蟹', '娼', '育', '妞', '嘘', '圭', '研', '妹', '螈', '蹊', '破', '傅', '烁', '饽', '臃', '嫁', '葫', '缝', '蜓', '咨', '舵', '肋', '蟑', '莲', '嗔', '磕', '踝', '骑', '藿', '砒', '奸', '嘣', '蓓', '崴', '屁', '痉', '妒', '蚶', '臊', '脾', '赐', '属', '死', '嫦', '砧', '蜷', '缤', '踵', '扣', '攻', '腺', '蒋', '妲', '骐', '饭', '烊', '烈', '砍', '矽', '雁']",榭,搔,栎,妲
560,癌,疒,3.349686519748858,"('疒',)","[23706, 234]",2,23706,10,68,"['癫', '癖', '癞', '癔', '癜', '癣']",6,"['痛', '病', '痕', '瘤', '疲', '瘫', '疯', '疾', '疼', '疡', '疥', '瘪', '痨', '瘦', '痤', '疫', '疝', '痧', '症', '痂', '疚', '痞', '痴', '痰', '瘾', '痦', '瘢', '痉', '疗', '痿', '痩', '疙', '痘', '疖', '疮', '痢', '痔', '瘘', '疟', '瘟', '瘴', '痹', '疤', '痒', '瘸', '疱', '瘠', '疵', '痱', '痊', '痣', '疹', '疽', '疸', '瘩', '痫', '瘌', '疳', '痪', '瘁', '痍']",61,"['白', '百']",2,"['莉', '脆', '蠢', '阈', '慨', '樵', '梭', '炼', '邋', '膝', '梗', '肢', '嗲', '褐', '赛', '鄂', '朦', '嬷', '葵', '檐', '骐', '蟑', '催', '喉', '肘', '奔', '藜', '阉', '搔', '蚝', '尿', '犒', '蜮', '缉', '葛', '嗄', '蟾', '檬', '噎', '擂', '慌', '邪', '烂', '舷', '崴', '蚕', '赏', '薮', '嘣', '瞥', '蓦', '骑', '蹬', '趾', '脖', '咙', '薏', '擀', '嗬', '炳', '蝗', '歃', '居', '燎', '扇', '瑚', '朝', '踢', '寞', '脔', '辘', '莺', '圭', '圈', '儡', '肱', '缕', '葚', '垄', '朕', '阔', '磊', '垩', '褥', '咽', '嘚', '蚂', '蚪', '圪', '椽', '懂']",癔,百,疖,肱
561,蹉,足,0.7389805969031175,"('足',)","[164, 117, 231]",3,164,279,62,"['蹿', '踹', '蹦', '蹊', '蹩', '踌', '踪', '踏', '踟', '踝', '蹄', '踩', '蹟', '躁', '蹬', '蹈', '蹋', '踯', '跻', '踢', '蹒', '蹭', '踉', '蹙', '蹲', '踊', '踱', '蹂', '蹑', '躇', '蹰', '踞', '躅', '踵', '蹼', '躏', '蹶', '蹴']",38,"['足', '跟', '跛', '跷', '跑', '跌', '跳', '跨', '跃', '趾', '跪', '跋', '跩', '跤', '践', '距', '跺', '趴', '跆', '跎', '跚', '跄']",22,"['脑', '褶', '螺', '蛰', '蒜', '蟠', '葱', '脱', '莴', '蚀', '莽', '腱', '蔡', '膝', '莹', '薪', '藤', '腹', '薏', '蜈', '蠢', '蔚', '蜂', '蚕', '腾', '襁', '腓', '褒', '蝎', '获', '脆', '蜥', '蚍', '脾', '腋', '脚', '脸', '蟋', '蔑', '藩', '脊', '融', '蕴', '蓄', '胁', '蝮', '蜕', '薄', '褐', '蓬', '葬', '腔', '蛊', '脖', '莲', '腰', '莫', '蔷', '蒙', '腿', '藜', '蛀', '蟾', '腮', '蓓', '蜡', '蚊', '蚁', '蚂', '蒸', '蜜', '蔗', '莎', '董', '蔓', '蛙', '葫', '腐', '蜷', '蓉', '蛋', '藕', '莞', '蓝', '蔵', '著', '蛤', '蝰', '藐', '腥', '蟒', '脐', '褥', '蝉', '腻', '莅', '蛛', '蕃', '褪', '蛮', '膏', '薛', '蜘', '蕾', '蝶', '襟', '蛟', '褂', '脉', '蛆', '蓖', '蒋', '膀', '襄', '脂', '蟹', '蝗', '蝴', '脓', '蚜', '蝼', '蔽', '莓', '葵', '蜗', '蝾', '蠕', '藿', '蟑', '蓑', '蚱', '腭', '蛇', '蝇', '蚌', '脏', '蜚', '蘑', '蓦', '薯', '蒂', '膨', '膛', '蒲', '腕', '蘸', '蛾', '腊', '蝌', '葡', '蜻', '蛹', '蕉', '蜿', '褡', '蛔', '膜', '膳', '蔬', '腌', '膊', '蜉', '莱', '薰', '蚯', '葛', '蜀', '藉', '莺', '螳', '蕊', '腼', '蝙', '蓟', '蚤', '藻', '薇', '脯', '膈', '膘', '莨', '螃', '褴', '蝈', '蔫', '蚝', '蛐', '蝻', '腚', '蚶', '薮', '脍', '蛎', '腺', '蚣', '褓', '蜴', '胝', '蟀', '脔', '蠖', '蜮', '莉', '蜊', '蔼', '蔻', '蓿', '螈', '螂', '蜢', '螅', '葺', '腴', '蚪', '蜓', '蜒', '蜍', '蜇', '蛳', '蝣', '葩', '蚓', '蟆', '蟥', '腆', '蝠', '蛭', '蒡', '褛', '腑', '膺', '葚', '葆', '藓', '蕨', '蜃']",236,"['饲', '擦', '癞', '咤', '垛', '奠', '烁', '辘', '寓', '缝', '媳', '缈', '嘻', '寐', '糙', '樱', '趋', '奈', '瀛', '缩', '嘚', '榴', '瘴', '赋', '歃', '椽', '峡', '煦', '簇', '邦', '瘁', '阄', '垂', '悼', '扣', '舰', '肺', '糜', '炖', '烫', '殚', '榻', '媒', '妙', '殊', '难', '懦', '缰', '瘦', '扰', '攻', '糠', '慌', '阔', '死', '瞟', '炼', '炷', '悯', '舢', '阉', '悃', '噻', '烬', '燃', '澜', '嘉', '那', '辋', '圪', '缘', '扬', '砚', '炕', '寄', '痹', '犁']",蹂,脓,跎,炕
