,Character,Radical,CharFreq,Radicals,TokenIDs,Length,First,Token_family,Radical_family,List_both,Both_len,List_radical,Radical_len,List_token,Token_len,List_neither,Pair_both,Pair_token,Pair_radical,Pair_neither
53,邻,阝,3.6734535848235956,"('邑', '阜', '阝')","[45932, 119]",2,45932,11,68,"['邓', '邸', '邢', '邵', '邱']",5,"['陌', '陨', '陪', '鄙', '隋', '郊', '邬', '隙', '陋', '陡', '邹', '陀', '郁', '郝', '陛', '隧', '阮', '隅', '郴', '鄂', '陲', '阱', '隘', '陇']",24,"['邋', '邂', '邀', '邃']",4,"['赳', '蝼', '屎', '勾', '缪', '缕', '缰', '朦', '赌', '圄', '蠢', '缄', '瑜', '殉', '矍', '屠', '阔', '圃', '穹', '骆', '玷', '骄', '屐', '臊', '趔', '骋', '臼', '雌', '髋', '趄', '跻', '阁', '骐', '犄', '隼', '赚', '圪', '骡', '缢', '殚', '腌', '缀', '阈', '阂', '犀', '骗', '赅', '雹', '缶', '趴', '屁', '赔', '赋', '屡', '勋', '赂', '缈', '骏', '缤', '犷', '缭', '圾', '骝', '缎', '骤', '屄', '缱', '勿', '犊', '髓', '骛', '臾', '雁', '缴', '骚', '阑', '殒', '犁', '缉', '缸', '煌', '歉', '阄', '矾', '赠', '赃', '朲', '骼', '犸', '歹', '殇', '缜', '趋', '缛', '骜', '赘']",邵,邃,郝,赂
54,赎,贝,2.11997149355979,"('貝', '贝')","[28425, 236]",2,28425,19,52,"['赐', '赚', '赋', '赌', '赔', '赃', '赠', '赡', '赊', '赘', '赝', '赁', '赂', '赅']",14,"['贱', '贤', '贪', '贬', '贯', '贩', '贷', '贺', '贡', '贼', '贲', '贰', '贞', '贮', '贾', '贻', '贿']",17,"['赴', '赳']",2,"['缝', '屌', '朴', '屎', '屠', '骋', '屡', '隧', '骏', '邵', '歹', '屹', '跻', '殇', '趄', '缈', '犒', '缭', '臼', '缮', '屈', '缆', '隋', '骐', '骼', '勘', '髌', '犟', '屿', '阀', '殡', '雹', '邢', '骡', '邋', '骥', '勾', '蹄', '煌', '骝', '缪', '缛', '雕', '趴', '胝', '熵', '殓', '臆', '髑', '蟥', '玷', '勺', '勿', '雳', '缜', '圃', '缀', '骛', '骁', '屁', '缔', '骰', '骤', '臾', '阱', '缠', '隙', '殉', '阐', '趁', '雾', '髓', '邸', '臊', '犀', '屐', '骗', '圪', '隘', '邻', '朕', '隅', '阉', '雇', '歇', '隼', '殃', '勋', '趟', '阎', '缉', '臀', '蚌', '骚', '缅']",赋,赴,贞,勺
55,赔,贝,2.697959460392039,"('貝', '贝')","[28425, 242]",2,28425,19,52,"['赐', '赚', '赋', '赌', '赎', '赃', '赠', '赡', '赊', '赘', '赝', '赁', '赂', '赅']",14,"['贱', '贤', '贪', '贬', '贯', '贩', '贷', '贺', '贡', '贼', '贲', '贰', '贞', '贮', '贾', '贻', '贿']",17,"['赴', '赳']",2,"['缮', '犄', '勾', '勃', '臃', '骛', '犊', '穷', '隽', '阄', '阮', '阱', '烽', '骄', '骷', '缪', '臆', '屈', '雏', '缠', '蠖', '屉', '熵', '邀', '阁', '缝', '骐', '骝', '炭', '朲', '骚', '缶', '隼', '阂', '玷', '蹄', '屑', '阎', '煌', '趋', '胝', '缉', '髦', '雕', '雍', '髋', '勋', '蝼', '穆', '犸', '骡', '歼', '勘', '犁', '屠', '骏', '蠕', '邢', '勺', '殉', '髌', '朕', '雁', '殇', '隅', '缔', '缴', '屐', '缅', '邂', '缆', '趴', '髓', '朦', '骸', '屹', '阑', '缨', '犷', '圪', '缱', '圃', '缜', '缰', '缸', '屌', '雇', '歃', '阈', '邸', '阉', '蠢', '犒', '阙']",赌,赴,贱,穷
56,炭,火,2.051903321686363,"('火', '灬')","[163, 65620]",2,163,8,90,"['炬', '烽', '煌', '烁', '熵']",5,"['灾', '炕', '焊', '烤', '灸', '炒', '烬', '熄', '炼', '灿', '烛', '炖', '烘', '烫', '烩', '炊', '熔', '烙', '灶', '灼', '烂', '煅', '熨', '焰', '燮', '炷', '炫', '燎', '煲', '煸', '煊', '燥', '焚', '炯', '煽', '炳', '焖', '炙', '炽', '煨', '焗', '焕', '燻', '炆', '烷', '熠', '焙', '烊', '烃', '烯']",50,"['瑜', '玷']",2,"['缱', '缉', '胝', '勾', '隧', '趟', '缢', '阁', '骡', '髌', '赳', '隽', '蹄', '缠', '赐', '歼', '缕', '髦', '殒', '阮', '歉', '屎', '骁', '骛', '雳', '缰', '缪', '赎', '雇', '屡', '阉', '屉', '邃', '臆', '隅', '骋', '犷', '歃', '腌', '赡', '朕', '赋', '穗', '骐', '赊', '阔', '骥', '蚌', '髻', '殡', '矍', '圄', '殆', '缨', '殓', '赌', '犊', '骶', '髋', '勺', '臀', '殉', '趁', '穹', '臾', '骄', '跻', '屁', '赠', '赁', '圃', '朦', '趴', '缸', '缆', '赚', '蠕', '犁', '缜', '阈', '屈', '缝', '雾', '蠢', '屐', '犸', '阀', '勉', '邋', '圪', '赅', '骗', '穆', '朽', '阑', '犟', '邸', '朔']",煌,瑜,煲,阔
57,赃,贝,0.8609471408348796,"('貝', '贝')","[28425, 225]",2,28425,19,52,"['赐', '赚', '赋', '赌', '赎', '赔', '赠', '赡', '赊', '赘', '赝', '赁', '赂', '赅']",14,"['贱', '贤', '贪', '贬', '贯', '贩', '贷', '贺', '贡', '贼', '贲', '贰', '贞', '贮', '贾', '贻', '贿']",17,"['赴', '赳']",2,"['勋', '歇', '骗', '朦', '邋', '趁', '骸', '缴', '朔', '殚', '骤', '阁', '犒', '熵', '穗', '缀', '骡', '缕', '骥', '隋', '缝', '缱', '跻', '屈', '髌', '骆', '雍', '骛', '玷', '邃', '圃', '圄', '缎', '髑', '臊', '犄', '矾', '圾', '缚', '趋', '骂', '骰', '殉', '缶', '隙', '邓', '烽', '雇', '阱', '雳', '阀', '屄', '缨', '阐', '朽', '蹄', '屹', '缥', '蟥', '髓', '邻', '骋', '屌', '邱', '缢', '胁', '缰', '骷', '殓', '犷', '缈', '缜', '朴', '邂', '雕', '阔', '隽', '炭', '阑', '趟', '犟', '隼', '雀', '勘', '骏', '缆', '隘', '邵', '勾', '雾', '邢', '缄', '蝼']",赐,赴,贩,趟
58,勃,力,2.8169584162256895,"('力',)","[53508, 225]",2,53508,7,25,"['勘', '勉', '勋']",3,"['劫', '劝', '劣', '劲', '劵', '劾']",6,"['勾', '勿', '勺']",3,"['瑜', '骋', '殃', '犊', '骐', '殚', '犀', '骄', '缔', '阙', '蠢', '炬', '屡', '缥', '隋', '趋', '雇', '矍', '缶', '邀', '趴', '缪', '缅', '殇', '烽', '趁', '骗', '骆', '缚', '屁', '屌', '阱', '隽', '骷', '殓', '殡', '赊', '隘', '赡', '屿', '雏', '熵', '雹', '臂', '炭', '邋', '朕', '歉', '跻', '髻', '阄', '缎', '穷', '屐', '髓', '赌', '歇', '臾', '缝', '犁', '犸', '穗', '缤', '骼', '赋', '隙', '趟', '赁', '缱', '矗', '赎', '隅', '屎', '圾', '殆', '缭', '屄', '缆', '髑', '圪', '蠖', '朴', '玷', '蠕', '骏', '矾', '圄', '殴', '缨', '骚', '屹', '雌', '邻', '邱', '煌', '阀', '烁', '穹']",勘,勺,劵,阀
59,骂,马,4.391182095245908,"('馬', '马')","[101805, 224]",2,101805,21,35,"['骄', '骚', '骆', '骗', '骁', '骥', '骐', '骡', '骏', '骤', '骝', '骋', '骜', '骛']",14,"['驳', '驽', '驻', '驮', '驯', '驴', '驹', '驼', '驰', '驸', '驷', '驭', '驿']",13,"['骸', '骰', '骶', '骷', '骼']",5,"['朲', '犀', '圪', '朴', '缜', '髑', '臂', '髋', '赂', '犸', '雁', '邸', '歼', '隽', '髅', '犒', '赌', '圄', '犁', '隅', '殉', '歹', '玷', '屁', '髌', '缴', '烽', '臼', '勉', '雏', '犷', '阮', '隋', '缆', '缱', '缮', '炬', '胝', '雌', '赴', '屐', '屄', '朦', '穗', '阎', '赋', '炭', '臆', '屌', '缅', '雳', '犟', '屈', '殡', '殴', '屹', '阙', '赐', '殇', '蝼', '缚', '阄', '屠', '缈', '矍', '殷', '矾', '瑜', '殚', '缉', '殆', '髓', '雾', '胁', '缠', '阁', '阔', '趾', '缔', '屉', '赳', '蟥', '蚌', '邂', '跻', '隼', '缤', '赊']",骗,骰,驰,屁
60,隙,阝,1.5940196597057197,"('邑', '阜', '阝')","[37795, 247]",2,37795,8,68,"['隋', '隧', '隅', '隘']",4,"['陌', '陨', '邓', '陪', '鄙', '邻', '郊', '邬', '陋', '陡', '邹', '邸', '邢', '陀', '邵', '邱', '郁', '郝', '陛', '阮', '郴', '鄂', '陲', '阱', '陇']",25,"['隼', '隽']",2,"['赴', '屐', '髅', '圾', '犟', '髑', '勺', '歉', '玷', '赁', '阀', '趁', '犒', '缸', '阁', '熵', '赡', '赂', '殚', '阄', '蠖', '缔', '趄', '屁', '趾', '赅', '趴', '髻', '臀', '朦', '雍', '歹', '圪', '缭', '赐', '雀', '邋', '雾', '犀', '髦', '屄', '腌', '殉', '蠢', '邃', '阂', '骋', '缮', '朲', '骝', '屌', '穆', '殴', '屿', '蠕', '勿', '缆', '殒', '缶', '缢', '趔', '煌', '缜', '屠', '缨', '犸', '穷', '缈', '圄', '蝼', '邂', '歼', '骐', '骸', '炭', '胝', '骗', '邀', '朕', '骤', '缴', '阙', '臊', '阈', '烽', '髌', '骁', '缰', '雇', '骂']",隘,隽,陨,犒
61,雾,雨,3.9023968220335137,"('雨',)","[25132, 122]",2,25132,10,24,"['雹', '雳']",2,"['霸', '霉', '霎', '霓', '霰', '霾', '霜', '霹', '霄', '霭', '霆', '霖']",12,"['雍', '雕', '雏', '雌', '雇', '雀', '雁']",7,"['臂', '犟', '阐', '阙', '隽', '骤', '阮', '腌', '蹄', '穗', '赘', '邀', '隙', '屄', '缭', '邃', '赎', '趁', '缕', '阔', '邱', '瑜', '骋', '缆', '勘', '朽', '骜', '阀', '屎', '骆', '屉', '歹', '赡', '赂', '髑', '邓', '缀', '邸', '歃', '煌', '屐', '蟥', '髋', '邵', '髌', '趋', '殓', '缥', '穷', '缉', '犷', '臀', '缸', '缜', '烁', '屿', '赴', '缠', '赳', '髅', '缪', '髓', '蠕', '屹', '赚', '邻', '阎', '缶', '犸', '朕', '圄', '阑', '殡', '胁', '骼', '骄', '殴', '屈', '赃', '阂', '邢', '骥', '缰', '趔', '朲', '赐', '骚', '缎', '邂', '隧', '臼', '髻', '臾', '赌', '屁']",雳,雁,霹,髓
62,穗,禾,0.5585294838350011,"('禾',)","[33354, 245]",2,33354,4,38,['穆'],1,"['秉', '稠', '稀', '秃', '稚', '秽', '秩', '秧', '秤', '稽', '稻', '秆', '稣', '稔', '秸', '稷', '稞', '稼']",18,"['穷', '穹']",2,"['臼', '殒', '殴', '屌', '缸', '蟥', '犸', '缆', '骂', '趾', '雀', '犟', '阁', '缎', '矍', '炭', '邻', '蠕', '朴', '赃', '犒', '骶', '赅', '屉', '邱', '骥', '骸', '殉', '阈', '阱', '雌', '趟', '缠', '骼', '屐', '赊', '蠢', '骁', '趁', '犄', '赳', '阉', '邂', '阎', '缝', '胝', '骜', '雹', '歃', '勿', '犁', '缥', '圄', '殓', '赠', '骝', '隙', '骷', '隋', '骡', '朔', '炬', '圃', '朲', '雕', '勉', '臾', '勾', '阐', '犊', '缨', '邃', '隼', '雁', '骐', '臊', '勋', '臀', '缰', '烁', '髓', '赚', '邸', '缉', '缈', '雏', '殄', '赘', '赴', '阮', '臃', '跻', '歹', '骛', '缤', '屠']",穆,穷,稣,勉
63,瑜,王,3.3425578715404085,"('王', '玉')","[163, 72543]",2,163,8,55,['玷'],1,"['琼', '琐', '珂', '琪', '珞', '琢', '瑕', '璐', '璜', '琵', '瑶', '玖', '珊', '瑭', '珐', '琉', '玻', '瑰', '玑', '璀', '璞', '琦', '玫', '琛', '琥', '珉', '珑', '琅', '珥', '璨', '瑚', '瑙', '珀', '琶']",34,"['炬', '烽', '炭', '煌', '烁', '熵']",6,"['隘', '骆', '臊', '屡', '圾', '隼', '髻', '胝', '赋', '歉', '犟', '髦', '屁', '歇', '殇', '骂', '缰', '勺', '骜', '朽', '缜', '矾', '朦', '骝', '缄', '骸', '阄', '勾', '屄', '勃', '雀', '阈', '缤', '臂', '趄', '犸', '雹', '阮', '阂', '蹄', '勘', '邻', '隽', '雇', '缴', '朕', '屑', '缛', '缠', '屐', '圄', '屎', '阐', '缢', '缚', '邓', '骚', '阀', '赳', '歼', '缝', '赎', '缪', '穆', '臼', '殒', '殆', '穗', '犷', '骄', '屹', '殃', '殉', '缥', '骁', '趋', '腌', '雍', '犁', '阱', '雌', '蠢', '缸', '赃', '屠', '趔', '穷', '犒', '圃', '缭', '骷', '邢', '阎', '阑', '邋', '骰']",玷,烁,琶,殆
64,骁,马,-0.27377916728278956,"('馬', '马')","[101805, 223]",2,101805,21,35,"['骄', '骚', '骆', '骗', '骂', '骥', '骐', '骡', '骏', '骤', '骝', '骋', '骜', '骛']",14,"['驳', '驽', '驻', '驮', '驯', '驴', '驹', '驼', '驰', '驸', '驷', '驭', '驿']",13,"['骸', '骰', '骶', '骷', '骼']",5,"['缎', '胝', '屎', '歇', '穗', '阱', '雍', '屁', '髌', '臆', '炭', '歃', '犷', '臀', '邱', '犄', '屉', '殉', '殃', '趁', '赌', '赚', '缶', '烁', '雀', '矽', '缰', '邻', '穹', '阄', '朲', '隅', '犊', '朕', '趴', '屿', '屠', '隋', '瑜', '殷', '穷', '赝', '雾', '赃', '蟥', '勿', '髦', '隘', '趾', '殇', '隧', '臼', '勘', '缨', '赊', '赁', '赂', '阮', '玷', '矾', '髻', '缥', '髓', '邓', '屈', '阎', '胁', '屑', '缱', '缅', '熵', '缴', '缈', '勺', '勉', '雇', '屄', '烽', '犟', '勋', '臾', '赴', '阈', '跻', '赠', '屐', '缕', '殓', '殄', '髑', '殴', '邸']",骡,骼,驿,勘
65,歇,欠,3.168335930813859,"('欠',)","[15722, 229]",2,15722,7,13,"['歉', '歃']",2,"['欺', '欸']",2,"['歼', '歹']",2,"['屠', '臆', '隧', '赃', '趁', '殇', '殆', '趴', '缪', '烁', '阙', '隋', '阎', '阔', '邻', '殃', '殴', '邢', '髅', '雌', '缛', '犸', '骡', '阄', '圪', '烽', '雹', '髻', '蠢', '臂', '缸', '隽', '圄', '阑', '矍', '骰', '阂', '阮', '邓', '勺', '屉', '邃', '隅', '朕', '犒', '炬', '穗', '骤', '雍', '勿', '屌', '犄', '缴', '骚', '赐', '蠕', '蹄', '阉', '骄', '缕', '屎', '蠖', '臼', '赠', '跻', '朽', '缤', '缮', '勃', '趾', '髋', '赝', '缥', '邋', '赳', '阐', '臀', '髦', '雁', '朦', '赘', '犷', '熵', '隙', '阈', '犟', '臃', '矗', '圃', '玷', '赎', '骏', '犊', '雀', '圾', '骝']",歃,歹,欸,阈
66,殃,歹,0.7940326983338039,"('歹',)","[36149, 225]",2,36149,11,15,"['殉', '殇', '殒', '殡', '殆', '殚', '殓', '殄']",8,"['歼', '歹']",2,"['殷', '殴']",2,"['雍', '赅', '赠', '圃', '雏', '髓', '髅', '缮', '缭', '穹', '臾', '蟥', '勿', '臊', '赡', '犒', '隽', '蠖', '雌', '骡', '缨', '骜', '臀', '缛', '缤', '穗', '朦', '赔', '阔', '雕', '犷', '臼', '阈', '髋', '骗', '圾', '阑', '屿', '朕', '炬', '缪', '勾', '阐', '缠', '犁', '隼', '阉', '骁', '阁', '雳', '歉', '赎', '隧', '阄', '雁', '雇', '骂', '歇', '邻', '蠕', '犄', '犸', '缕', '矗', '阙', '屎', '髦', '蝼', '骷', '犀', '勃', '趁', '缥', '趴', '屡', '炭', '朴', '屐', '髑', '邂', '勉', '缆', '缔', '趟', '邸', '屹', '胁', '勘', '臃', '瑜', '蠢', '趾', '臂', '蹄']",殆,殷,歹,穗
67,骥,马,-0.916290731874155,"('馬', '马')","[101805, 98]",2,101805,21,35,"['骄', '骚', '骆', '骗', '骂', '骁', '骐', '骡', '骏', '骤', '骝', '骋', '骜', '骛']",14,"['驳', '驽', '驻', '驮', '驯', '驴', '驹', '驼', '驰', '驸', '驷', '驭', '驿']",13,"['骸', '骰', '骶', '骷', '骼']",5,"['屿', '勃', '犷', '雀', '邀', '赠', '殉', '矽', '髦', '阙', '胁', '雹', '矍', '赡', '缰', '缚', '烁', '勾', '缸', '殴', '蠕', '阁', '趴', '矗', '髻', '臆', '髅', '缢', '雕', '赝', '阐', '雏', '缕', '殃', '阉', '赌', '雍', '殡', '圃', '隘', '蠢', '雇', '隼', '勘', '屌', '屉', '歼', '缆', '圄', '臀', '朔', '隅', '殒', '屈', '缨', '歃', '歇', '屑', '阔', '赳', '屡', '趄', '邸', '髌', '殷', '殄', '臂', '缉', '缮', '臊', '歉', '雾', '邢', '隙', '邋', '缔', '穗', '蝼', '殇', '胝', '邂', '犄', '勉', '缎', '炬', '犟', '圾', '勿', '隋', '跻', '缄']",骁,骼,驮,矗
68,殴,殳,1.7934081094735794,"('殳',)","[36149, 112]",2,36149,11,6,['殷'],1,"['毁', '毅']",2,"['殉', '殃', '殇', '殒', '殡', '殆', '殚', '殓', '殄']",9,"['骡', '犟', '雌', '缭', '缴', '勾', '屌', '蚌', '赡', '趄', '缥', '圪', '犷', '赋', '骚', '屁', '髑', '勉', '赚', '髦', '跻', '朦', '骼', '雳', '赳', '歼', '赝', '臃', '犁', '骏', '朴', '缕', '阄', '邂', '勃', '赴', '玷', '缨', '犒', '骜', '隼', '趴', '赎', '蠖', '臀', '朽', '隅', '蟥', '屠', '赐', '雍', '骗', '邃', '臊', '犀', '矍', '臂', '邢', '骰', '犊', '穆', '蝼', '勺', '歹', '炬', '屹', '矽', '缸', '骝', '骂', '炭', '矗', '胁', '雹', '邓', '歉', '矾', '缎', '赌', '缢', '隋', '髌', '勘', '骷', '圃', '赃', '邱', '缉', '骋', '屐', '缶', '屿', '雏', '缤', '缪']",殷,殇,毅,雍
69,骐,马,-0.9931717762101128,"('馬', '马')","[101805, 238]",2,101805,21,35,"['骄', '骚', '骆', '骗', '骂', '骁', '骥', '骡', '骏', '骤', '骝', '骋', '骜', '骛']",14,"['驳', '驽', '驻', '驮', '驯', '驴', '驹', '驼', '驰', '驸', '驷', '驭', '驿']",13,"['骸', '骰', '骶', '骷', '骼']",5,"['缜', '赊', '缄', '殄', '缅', '殆', '烽', '瑜', '犄', '趔', '圃', '臀', '勺', '缀', '矍', '朴', '阄', '雳', '矾', '赃', '歉', '缚', '屡', '犁', '邸', '臼', '隅', '玷', '趟', '趋', '阱', '屄', '圄', '犸', '炬', '缥', '赂', '跻', '赅', '雾', '穗', '犊', '缨', '勿', '缰', '臊', '髦', '圾', '雕', '屐', '赴', '雏', '髋', '缎', '蝼', '缴', '雹', '熵', '屑', '蠢', '赝', '髻', '勉', '邱', '缸', '隘', '阉', '隼', '隧', '赘', '朽', '阎', '歹', '缝', '缆', '矗', '髌', '屹', '朔', '臂', '缤', '赁', '煌', '朦', '赳', '阮', '犒', '趴', '胁', '邀', '朕', '缭', '阔']",骏,骷,驭,炬
70,缶,缶,-2.7457520682862215,"('缶',)","[25906, 114]",2,25906,26,7,['缸'],1,"['罄', '罐', '罂', '罅']",4,"['缆', '缱', '缠', '缉', '缜', '缕', '缅', '缔', '缴', '缄', '缤', '缝', '缥', '缰', '缭', '缀', '缪', '缎', '缢', '缈', '缮', '缚', '缨', '缛']",24,"['阙', '髦', '趄', '赘', '歇', '邋', '殃', '朽', '赠', '屁', '蚌', '犟', '雍', '骂', '雀', '隧', '骁', '骰', '歼', '阀', '雏', '邢', '赊', '臼', '勺', '烁', '赋', '屐', '雕', '臀', '雇', '屠', '赌', '赳', '雹', '煌', '阱', '勿', '朴', '屄', '朕', '赂', '骛', '髅', '邀', '圃', '朦', '臆', '骗', '殄', '歹', '烽', '屑', '邓', '屹', '骶', '赡', '骥', '勉', '犒', '矗', '赁', '跻', '臃', '蝼', '勾', '穷', '殷', '朔', '趔', '阮', '勋', '赅', '赔', '犸', '阑', '趾', '屿', '腌', '犊', '髋', '阎', '髌', '邃', '隼', '殆', '屉', '邱', '邵']",缸,缴,罐,屑
71,赠,贝,3.6483152388657496,"('貝', '贝')","[28425, 254]",2,28425,19,52,"['赐', '赚', '赋', '赌', '赎', '赔', '赃', '赡', '赊', '赘', '赝', '赁', '赂', '赅']",14,"['贱', '贤', '贪', '贬', '贯', '贩', '贷', '贺', '贡', '贼', '贲', '贰', '贞', '贮', '贾', '贻', '贿']",17,"['赴', '赳']",2,"['歹', '雹', '骶', '穹', '歇', '屿', '屈', '勘', '雍', '穗', '雕', '趟', '骆', '炬', '犸', '髓', '邀', '缸', '缢', '殃', '跻', '臆', '歃', '臂', '缄', '臼', '缰', '屄', '骛', '屁', '阉', '蝼', '歼', '隽', '邸', '邢', '勿', '臾', '趴', '殓', '雇', '缥', '隼', '煌', '阮', '阂', '阐', '勾', '趋', '髑', '阈', '矾', '臀', '隋', '骚', '缚', '骸', '邱', '缠', '缛', '缅', '隅', '屐', '骷', '骏', '熵', '圾', '隧', '殡', '犀', '朽', '朲', '骝', '犊', '朕', '勉', '朦', '屑', '蠕', '骂', '屎', '邃', '殄', '圄', '缱', '屹', '阔', '骁', '穷', '蟥']",赂,赴,贬,蠕
72,犁,牛,0.09194087369835734,"('牜', '牛')","[101890, 223]",2,101890,9,18,"['犀', '犟']",2,"['牢', '牵', '牟', '牺', '牲']",5,"['犷', '犸']",2,"['髓', '阎', '阙', '阱', '趄', '缛', '赊', '赚', '歇', '屈', '骥', '矾', '缠', '胝', '趾', '矗', '穹', '邀', '缔', '缰', '缢', '蹄', '骋', '缪', '屐', '屉', '骐', '赅', '殚', '赘', '隼', '赳', '邋', '殇', '缤', '隙', '臾', '赠', '屹', '赡', '阉', '缮', '朽', '缎', '赁', '赃', '歼', '圪', '雏', '雹', '殴', '歉', '骏', '雀', '雾', '邻', '隘', '缝', '髋', '屠', '臊', '蠕', '骚', '勾', '阔', '瑜', '缈', '炭', '矍', '骁', '雌', '骸', '赂', '阐', '腌', '屁', '骂', '穆', '歹', '缱', '缶', '阮', '阑', '骶', '朔', '缥', '穷', '朦', '趁', '勘', '圄', '邂', '烁', '髅', '缭', '邸', '邢']",犟,犷,牟,髋
73,阐,门,0.3930550880314829,"('門', '门')","[33443, 238]",2,33443,14,28,"['阁', '阎', '阔', '阙', '阉', '阀', '阑', '阈', '阂', '阄']",10,"['闷', '闸', '闹', '闺', '闰', '闩', '闾', '闯', '闵']",9,"['阮', '阱']",2,"['缔', '殃', '雇', '蹄', '赊', '骝', '犷', '隧', '屈', '雍', '趔', '髅', '骐', '殴', '邂', '屌', '赔', '髋', '勋', '缝', '臂', '玷', '邋', '跻', '歉', '犁', '缠', '矗', '缮', '骚', '隋', '赡', '骜', '骛', '臾', '缄', '朦', '赚', '屎', '犟', '缚', '赂', '隅', '炬', '缕', '骼', '缈', '勺', '隽', '邢', '臀', '骁', '缸', '歃', '蝼', '缥', '隙', '歇', '勘', '髓', '矍', '骷', '矽', '缤', '赋', '缆', '赁', '骰', '歼', '勿', '圾', '赅', '烁', '髻', '雾', '邱', '邀', '骥', '犒', '缛', '臃', '缴', '蠖', '髌', '瑜', '勃', '骆', '圄', '殡', '殇', '屄', '屿']",阂,阮,闰,犁
74,趾,足,2.0455356796500372,"('足',)","[50266, 122]",2,50266,7,62,['趴'],1,"['蹿', '踹', '跛', '跷', '蹦', '蹊', '蹩', '踌', '踪', '跃', '蹉', '踟', '踝', '蹄', '踩', '跪', '蹟', '躁', '蹬', '跋', '跩', '蹈', '跤', '蹋', '踯', '跻', '踢', '蹒', '蹭', '踉', '蹙', '蹲', '踊', '跺', '踱', '蹂', '跆', '蹑', '躇', '跎', '蹰', '踞', '躅', '跚', '跄', '踵', '蹼', '躏', '蹶', '蹴']",50,"['趁', '趋', '趔', '趟', '趄']",5,"['赎', '邵', '臀', '缛', '髻', '缱', '勘', '髌', '雹', '缨', '缅', '殇', '骤', '赚', '犄', '圃', '隼', '蠖', '屡', '犷', '骝', '隅', '骄', '缄', '歃', '骋', '雏', '阄', '阉', '犁', '骁', '烁', '殷', '雁', '圪', '屑', '髦', '歼', '赐', '雍', '穗', '蠢', '赅', '缴', '屌', '赁', '髋', '殴', '殉', '圄', '邋', '屁', '缔', '缭', '缝', '骚', '雾', '骏', '殡', '阐', '歇', '赘', '殒', '髑', '朦', '蠕', '缶', '腌', '屠', '骥', '屉', '骰', '炬', '阑', '矍', '阁', '骷', '邱', '雇', '阮', '缢', '炭', '赳', '缰', '蚌', '殓', '殚', '缤', '犊', '阀', '缉', '隋', '骂', '臆', '骛']",趴,趟,踩,歇
75,臆,月,0.23055601102966375,"('月',)","[26274, 228]",2,26274,9,115,"['臂', '臊', '臃', '臀']",4,"['肤', '肝', '胭', '肚', '腱', '膝', '胚', '胀', '腓', '肿', '脆', '肴', '脾', '腋', '胼', '肘', '脊', '胁', '肾', '腔', '脖', '肠', '胃', '肢', '腮', '肮', '肱', '胳', '肺', '腥', '脐', '朦', '腻', '胫', '膏', '胖', '脉', '膀', '朔', '脓', '腭', '肋', '胯', '脏', '膨', '膛', '胴', '腊', '胰', '肛', '膳', '肽', '腌', '膊', '腼', '朕', '脯', '膈', '膘', '胥', '腚', '脍', '腺', '胝', '胄', '胺', '胱', '肪', '腴', '胧', '胛', '腆', '腑', '膺', '肓']",75,"['臼', '臾']",2,"['雾', '蚌', '雏', '骆', '穹', '缢', '赃', '赘', '骥', '缤', '缝', '骷', '趟', '犸', '髻', '跻', '屐', '阐', '赋', '蝼', '趔', '缰', '阮', '阉', '缕', '赠', '阎', '雀', '缛', '熵', '歉', '髦', '屉', '骤', '雹', '邓', '骁', '雍', '蠖', '殴', '犒', '骝', '缸', '雕', '赎', '缆', '犷', '圃', '缎', '屿', '雇', '阙', '趁', '隋', '勃', '雳', '圄', '赐', '歹', '缱', '缨', '骶', '隙', '殄', '髅', '勘', '圪', '蹄', '隧', '缶', '朲', '瑜', '阱', '穆', '煌', '赴', '隼', '趾', '缉', '歼', '骋', '邂', '邻', '缭', '阁', '隽', '骸', '矗', '邸', '骏', '屑', '殚', '犁']",臀,臼,腺,蹄
76,阔,门,3.071549141855437,"('門', '门')","[33443, 242]",2,33443,14,28,"['阁', '阎', '阐', '阙', '阉', '阀', '阑', '阈', '阂', '阄']",10,"['闷', '闸', '闹', '闺', '闰', '闩', '闾', '闯', '闵']",9,"['阮', '阱']",2,"['邋', '骤', '犊', '邻', '缆', '缔', '赅', '骝', '隽', '犀', '雇', '邢', '缸', '雾', '犒', '缛', '穷', '屈', '勉', '缈', '屄', '缀', '矾', '犷', '歃', '穹', '矗', '趋', '髋', '屠', '蠖', '勿', '犸', '髅', '殚', '圄', '赊', '骥', '骆', '赁', '缝', '雳', '熵', '歇', '缶', '穗', '髻', '炭', '隘', '蟥', '趁', '屿', '殃', '圪', '雕', '骜', '邀', '隅', '趟', '勾', '邵', '缅', '胁', '殡', '殉', '煌', '矍', '邱', '朽', '隋', '矽', '蚌', '缉', '骋', '臊', '缴', '邃', '殇', '屐', '隙', '骼', '赴', '赘', '髦', '瑜', '缨', '趔', '屑', '屁', '赃', '髌', '缄']",阄,阮,闾,矽
