,Character,Radical,CharFreq,Radicals,TokenIDs,Length,Bytes,Radical_family,List_radical,Radical_len,List_neither,Pair_radical,Pair_neither
126,上,一,8.458869133771554,"('一',)",[4286],1,e4b88a,20,"['业', '不', '世', '一', '七', '三', '下', '万', '严', '东', '专', '丁', '丝', '与', '丽', '丈', '丘', '两', '且']",19,"['农', '板', '辛', '炮', '吕', '惨', '图', '众', '摩', '粮', '宫', '惠', '妈', '隆', '料', '孔', '纽', '嘉', '表', '鸣', '控', '倾', '肥', '陷', '此', '减', '湖', '济', '阿', '效', '却', '奈', '父', '沟', '涛', '沃', '俊', '杨', '借', '怡', '呀', '央', '骑', '戏', '浆', '碍', '归', '妞', '挡', '库', '装', '样', '名', '鸿', '部', '州', '惯', '抓', '篮', '窝', '典', '臀', '详', '拖', '按', '怪', '游', '遇', '柔', '论', '扑', '啪', '性', '裙', '奉', '额', '姿', '赚', '姑', '伸', '潮', '册', '棒', '赁', '赵', '览', '链', '难', '属', '转', '卸', '卢', '箱', '困', '套', '凌', '党', '疫', '他', '规']",丝,板
127,一,一,9.606683178120619,"('一',)",[2432],1,e4b880,20,"['业', '不', '世', '上', '七', '三', '下', '万', '严', '东', '专', '丁', '丝', '与', '丽', '丈', '丘', '两', '且']",19,"['考', '度', '声', '轨', '场', '而', '干', '姐', '丹', '鸿', '昂', '默', '谱', '措', '听', '池', '站', '调', '腐', '冬', '灵', '候', '吻', '噜', '气', '防', '柱', '共', '逻', '爵', '迫', '厘', '燃', '杭', '令', '赖', '居', '警', '雪', '京', '鲁', '四', '遮', '息', '害', '客', '概', '就', '己', '题', '告', '配', '尾', '队', '宽', '练', '尝', '终', '异', '响', '批', '出', '戏', '务', '忽', '实', '呢', '羊', '土', '桥', '片', '线', '震', '种', '沿', '吟', '跌', '频', '林', '汉', '杏', '宫', '宗', '待', '竟', '典', '尖', '浮', '够', '乐', '帐', '觉', '湖', '明', '慧', '意', '盈', '械', '逊']",且,警
128,群,羊,5.091703322103049,"('羊',)",[11131],1,e7bea4,5,"['美', '着', '羞', '羊']",4,"['契', '宜', '挥', '刘', '们', '把', '募', '授', '掉', '晋', '堂', '撑', '道', '批', '换', '稍', '延', '岁', '径', '也', '保', '健', '残', '驱', '祖', '本', '岛', '托', '究', '悠', '彼', '癌', '胜', '俊', '阶', '篮', '摸', '盖', '贤', '昆', '八', '墓', '吐', '蛛', '犬', '聚', '市', '和', '烈', '费', '仙', '虫', '译', '控', '循', '函', '蛇', '护', '亦', '居', '甜', '震', '怀', '圈', '散', '赚', '爸', '豪', '谁', '炉', '李', '透', '哥', '橹', '播', '望', '阻', '儿', '划', '粮', '隆', '灯', '昔', '闪', '植', '尸', '字', '聪', '怪', '公', '充', '装', '皇', '白', '毒', '赌', '欺', '卡', '返', '召']",羊,李
129,盘,皿,5.347201811987135,"('皿',)",[24514],1,e79b98,11,"['益', '盛', '监', '盖', '盗', '盒', '盐', '盟', '盈', '盆']",10,"['暮', '谢', '瓦', '撮', '园', '北', '伴', '撑', '组', '伦', '优', '车', '佣', '痛', '侠', '猛', '况', '悦', '炼', '围', '贡', '弄', '川', '埔', '勤', '拳', '慢', '磁', '易', '萌', '岸', '补', '仙', '捷', '晒', '济', '啊', '徳', '单', '据', '晴', '头', '堡', '浆', '工', '措', '立', '辆', '享', '岁', '识', '烈', '并', '育', '拨', '牲', '桑', '茸', '竟', '归', '挑', '决', '遥', '搜', '礼', '考', '触', '麟', '杰', '足', '弗', '遇', '刻', '洋', '最', '赤', '涛', '于', '默', '冈', '卢', '幻', '圾', '柔', '印', '团', '预', '磨', '底', '吊', '梦', '怪', '两', '堂', '雅', '渠', '灾', '玖', '忠']",盒,赤
130,老,耂,7.4105785894760645,"('耂',)",[10679],1,e88081,3,"['考', '者']",2,"['毫', '诗', '跌', '啦', '志', '森', '埃', '体', '皆', '阴', '配', '玖', '同', '群', '未', '杨', '资', '猜', '刀', '炸', '彼', '况', '桥', '防', '公', '艺', '安', '该', '石', '必', '敢', '弘', '块', '警', '歩', '毁', '每', '室', '塞', '戒', '突', '旭', '敌', '福', '布', '闭', '环', '确', '冷', '端', '思', '谜', '售', '命', '纲', '阶', '寸', '些', '会', '袭', '驶', '喊', '拘', '倒', '居', '列', '孤', '腹', '扫', '额', '鹅', '劲', '断', '浴', '固', '已', '分', '吊', '建', '刘', '女', '芳', '哈', '原', '常', '崎', '兴', '洞', '圈', '秋', '塘', '窗', '差', '吴', '牛', '棒', '卒', '起', '仍', '枚']",考,未
131,脑,月,5.792426240795619,"('月',)",[26015],1,e88491,40,"['胡', '肤', '胸', '背', '月', '肥', '胶', '脱', '胜', '有', '服', '腹', '股', '腾', '朝', '胆', '胎', '肖', '脚', '脸', '育', '期', '朋', '能', '腰', '胃', '腿', '肯', '肩', '肌', '朗', '望', '肺', '胖', '脂', '腕', '臀', '膜', '胞']",39,"['杏', '挥', '涵', '重', '君', '酷', '够', '纹', '班', '瓶', '放', '暇', '拓', '揭', '圈', '贝', '拾', '册', '绪', '鲁', '助', '切', '鸣', '仍', '华', '催', '要', '乘', '就', '债', '织', '溪', '床', '权', '侠', '忠', '怒', '涉', '筋', '葡', '逼', '汗', '塑', '渡', '猛', '汤', '羽', '耐', '局', '颗', '顾', '闻', '江', '王', '临', '黑', '焦', '隔', '洪', '震', '假', '驾', '章', '填', '热', '也', '再', '品', '余', '业', '械', '俗', '借', '督', '形', '彼', '屁', '自', '抵', '苦', '景', '对', '执', '浜', '士', '室', '派', '辰', '舔', '曼', '潘', '见', '迫', '院', '又', '校']",脸,华
132,对,寸,7.773283817514873,"('寸',)",[9353],1,e5afb9,10,"['封', '寻', '导', '射', '寿', '尊', '将', '寺', '寸']",9,"['以', '卸', '禁', '损', '杭', '借', '菌', '履', '厨', '哭', '曹', '虚', '救', '旺', '芬', '腿', '坏', '默', '忧', '贷', '案', '旗', '固', '献', '断', '武', '吕', '咪', '泊', '胜', '祝', '圾', '挑', '漂', '片', '洋', '步', '胞', '淘', '延', '霸', '吊', '息', '盆', '斯', '被', '贴', '蛛', '巧', '鸭', '够', '新', '副', '材', '翁', '如', '刷', '兰', '很', '月', '船', '儿', '丸', '昼', '乎', '拔', '抓', '制', '同', '公', '陪', '圈', '煤', '疫', '匙', '病', '秦', '克', '歌', '目', '号', '电', '裸', '偶', '篮', '劳', '忘', '录', '爸', '尽', '污', '围', '淡', '暇', '翼', '店', '孕', '勒', '穿']",寿,吕
133,草,艹,5.233232029267098,"('艹',)",[16244],1,e88d89,58,"['艺', '药', '花', '荣', '苦', '菜', '蔡', '薪', '萌', '藤', '荒', '营', '苍', '落', '获', '茶', '苗', '范', '节', '苏', '芽', '薄', '荷', '若', '莲', '莫', '蒙', '芯', '英', '菲', '莎', '董', '莞', '蓝', '著', '芳', '荡', '荐', '艾', '芝', '芬', '萝', '茸', '芸', '莓', '萨', '苑', '菌', '藏', '蒂', '蒲', '葡', '蕉', '莱', '葛', '莉', '萄']",57,"['礼', '售', '达', '升', '桑', '停', '熟', '司', '志', '卡', '嘎', '顾', '前', '安', '滨', '厉', '舍', '瓦', '宁', '臭', '手', '必', '削', '瓜', '秒', '欲', '住', '纠', '拼', '陌', '润', '玖', '站', '燃', '毫', '覆', '尿', '遂', '贝', '疆', '边', '吉', '我', '壮', '体', '柳', '锦', '干', '栏', '伯', '发', '驾', '断', '妞', '廉', '夫', '浆', '集', '宅', '栗', '台', '积', '袋', '弱', '缘', '翔', '印', '不', '玩', '尺', '陪', '室', '什', '挺', '匹', '信', '拾', '片', '做', '速', '亡', '销', '才', '述', '圣', '诉', '醉', '辛', '课', '臀', '滋', '链', '那', '欢', '姓', '以', '驶']",蒲,栗
134,繁,纟,3.541066564663644,"('糸', '纟')",[103441],1,e7b981,49,"['缘', '绿', '纠', '纯', '纸', '组', '红', '终', '编', '练', '绝', '经', '结', '续', '给', '约', '缩', '继', '纪', '统', '缓', '绕', '细', '纬', '织', '缴', '线', '纷', '综', '绍', '纳', '纲', '绩', '纽', '维', '绑', '纵', '绘', '纹', '级', '络', '绪']",42,"['农', '冻', '曰', '吧', '敬', '四', '址', '玩', '邮', '号', '概', '励', '脑', '哭', '柄', '啥', '际', '希', '追', '档', '衣', '冰', '醉', '谓', '伯', '董', '艳', '内', '议', '朗', '泊', '便', '折', '呵', '启', '击', '报', '卒', '厦', '嫩', '奉', '努', '多', '松', '白', '存', '换', '舟', '乡', '短', '娘', '默', '乙', '运', '莲', '舒', '温', '喘', '股', '键', '扩', '徽', '卧', '窝', '赢', '湖', '从', '赫', '民', '隔', '火', '咋', '沿', '陵', '肌', '质', '袋', '垃', '聪', '瓜', '鲜', '禾', '巻', '遮', '望', '城', '沃', '匙', '帅', '诈', '整', '妓', '幻', '之', '怖', '摩', '忧', '月', '仕']",纬,卒
135,宽,宀,4.261601831370107,"('宀',)",[85043],1,e5aebd,36,"['完', '宝', '宅', '审', '实', '定', '寒', '家', '宣', '官', '安', '宁', '寓', '密', '寝', '寄', '宾', '宋', '宏', '害', '客', '容', '守', '宠', '宫', '宗', '宇', '富', '宿', '寨', '宴', '察', '宜', '室', '它']",35,"['矩', '局', '远', '竟', '塞', '亭', '子', '锋', '猪', '涛', '声', '青', '沈', '遣', '亩', '冰', '硕', '预', '味', '企', '积', '神', '徳', '速', '惜', '塑', '奉', '锅', '光', '桌', '拖', '财', '欺', '诗', '新', '午', '听', '裸', '苑', '嘛', '进', '盗', '恐', '央', '配', '紧', '鉴', '呢', '植', '必', '腿', '皆', '屏', '照', '睛', '测', '是', '温', '才', '坊', '鲁', '让', '多', '妇', '释', '怖', '轻', '源', '托', '真', '疯', '眠', '软', '股', '询', '那', '罚', '亦', '福', '豹', '汇', '搏', '艇', '陶', '津', '便', '考', '曰', '内', '颜', '穴', '撸', '板', '彩', '猛', '写', '岭', '雷', '梅']",寨,矩
136,预,页,5.1956421311846634,"('頁', '页')",[15889],1,e9a284,15,"['额', '领', '页', '顶', '顺', '频', '须', '顾', '项', '题', '颗', '顿', '颖', '颜']",14,"['诺', '告', '戏', '放', '拨', '矿', '枚', '沟', '将', '青', '吟', '杂', '幅', '语', '逃', '豪', '摇', '到', '潘', '互', '横', '折', '吐', '搏', '纳', '创', '咖', '怒', '偿', '肌', '觉', '银', '料', '往', '剑', '维', '务', '婆', '启', '住', '重', '建', '牡', '酒', '唐', '醒', '挺', '辣', '格', '透', '爵', '工', '伊', '占', '腾', '谁', '段', '翠', '户', '羊', '键', '兔', '坪', '祥', '运', '岛', '欣', '益', '辞', '言', '娜', '匙', '师', '变', '状', '夜', '君', '更', '兆', '未', '免', '实', '兴', '牛', '艇', '那', '崎', '绿', '欢', '魔', '邻', '见', '凤', '浆', '缴', '执', '抱', '彼', '墓']",顾,互
137,药,艹,5.193697132369804,"('艹',)",[48391],1,e88daf,58,"['艺', '草', '花', '荣', '苦', '菜', '蔡', '薪', '萌', '藤', '荒', '营', '苍', '落', '获', '茶', '苗', '范', '节', '苏', '芽', '薄', '荷', '若', '莲', '莫', '蒙', '芯', '英', '菲', '莎', '董', '莞', '蓝', '著', '芳', '荡', '荐', '艾', '芝', '芬', '萝', '茸', '芸', '莓', '萨', '苑', '菌', '藏', '蒂', '蒲', '葡', '蕉', '莱', '葛', '莉', '萄']",57,"['教', '滋', '确', '李', '伦', '症', '唐', '尤', '琪', '今', '扬', '耀', '旭', '侧', '沃', '纵', '断', '桌', '润', '志', '观', '棒', '巧', '款', '辉', '洪', '孟', '轻', '虹', '窍', '征', '替', '睛', '庄', '己', '姨', '胎', '拘', '习', '太', '记', '帖', '秒', '更', '仲', '医', '街', '降', '那', '丈', '撑', '位', '书', '聪', '离', '饰', '威', '郑', '佐', '展', '内', '服', '摩', '削', '素', '彩', '骚', '孕', '暴', '开', '榜', '裸', '诚', '问', '昆', '纲', '翁', '层', '介', '丁', '阻', '勇', '管', '根', '诗', '函', '她', '咋', '勿', '胡', '未', '顿', '删', '段', '失', '馨', '啦', '脸']",藤,削
138,冒,冂,5.085704423238194,"('冂',)",[126446],1,e58692,5,"['内', '再', '册', '冈']",4,"['艺', '缓', '底', '井', '裕', '姿', '吐', '抗', '况', '卫', '探', '疗', '诈', '充', '灵', '出', '袜', '呵', '理', '银', '赋', '奶', '貌', '没', '制', '誉', '防', '潘', '弄', '棚', '记', '令', '赢', '剧', '毛', '怒', '娇', '火', '暨', '括', '政', '扎', '尊', '娘', '势', '追', '索', '尔', '财', '俱', '岗', '邮', '约', '舔', '体', '武', '步', '惨', '混', '孩', '及', '考', '苦', '达', '割', '莲', '键', '峰', '巨', '眉', '顿', '卧', '澳', '影', '遗', '柳', '角', '妓', '课', '座', '疲', '禽', '横', '五', '御', '丁', '涓', '构', '哭', '兰', '而', '什', '船', '忠', '太', '料', '硕', '恩', '油', '略']",冈,裕
139,建,廴,5.548297571815806,"('廴',)",[12340],1,e5bbba,3,"['延', '廷']",2,"['色', '值', '作', '瞬', '幕', '家', '旨', '兆', '秒', '例', '哪', '若', '店', '咪', '革', '逻', '卓', '凉', '某', '扒', '存', '机', '美', '纽', '绪', '锦', '昨', '际', '稿', '卫', '基', '窍', '本', '止', '祝', '曹', '妻', '返', '痛', '羊', '饰', '尝', '模', '员', '侧', '斯', '商', '过', '刀', '划', '粤', '即', '括', '监', '框', '杭', '热', '使', '供', '冲', '催', '尸', '乡', '坪', '择', '执', '慧', '索', '勤', '氧', '概', '细', '祥', '改', '沢', '坡', '绑', '退', '纠', '帮', '案', '售', '餐', '尿', '投', '助', '甲', '平', '型', '确', '早', '塘', '婚', '莫', '直', '夕', '陈', '耀', '街', '坚']",延,革
140,精,米,6.2750828737180795,"('米',)",[6436],1,e7b2be,10,"['粗', '粉', '糖', '糕', '粮', '类', '米', '粒', '粤']",9,"['兑', '称', '忙', '钱', '春', '新', '井', '盗', '没', '搞', '山', '浅', '目', '方', '度', '钮', '我', '珍', '嫌', '暴', '惯', '寸', '昆', '午', '四', '弘', '陷', '宗', '封', '差', '懂', '谜', '藏', '佛', '含', '母', '苦', '去', '订', '屋', '亦', '坐', '乡', '馆', '萨', '希', '金', '袭', '珠', '堡', '轴', '求', '姜', '贤', '固', '牡', '查', '诀', '披', '造', '又', '内', '冬', '碍', '妙', '猜', '焦', '宇', '鲸', '槽', '忽', '卢', '水', '汽', '近', '聊', '甲', '违', '济', '驰', '撸', '间', '块', '伍', '崎', '嫩', '位', '别', '红', '戒', '赵', '蜜', '奇', '络', '保', '肯', '七', '独', '枝']",粗,盗
141,盛,皿,4.551821095688923,"('皿',)",[24964],1,e79b9b,11,"['益', '盘', '监', '盖', '盗', '盒', '盐', '盟', '盈', '盆']",10,"['槽', '验', '蛋', '食', '特', '虑', '愿', '的', '缩', '易', '花', '兑', '损', '松', '怒', '远', '腿', '寻', '诱', '货', '达', '援', '歉', '尽', '英', '洗', '钮', '胸', '锅', '萌', '协', '债', '掌', '线', '偶', '望', '色', '间', '悦', '张', '昆', '站', '煤', '纲', '希', '默', '浦', '涓', '负', '史', '香', '寿', '曝', '旁', '扒', '河', '司', '布', '截', '羽', '坛', '稳', '季', '肩', '珠', '粒', '墙', '搬', '你', '委', '橹', '纪', '鲜', '房', '缓', '啥', '销', '熟', '抢', '艳', '逐', '幽', '叔', '练', '敬', '问', '霞', '或', '彦', '斯', '意', '月', '苦', '收', '历', '遂', '才', '涯', '校']",监,肩
142,热,灬,6.099698804611453,"('火', '灬')",[11556],1,e783ad,28,"['照', '熟', '点', '燕', '燃', '烈', '焦', '熊', '然']",9,"['猜', '金', '睛', '递', '银', '凯', '歌', '邀', '铃', '消', '努', '纠', '莞', '添', '逊', '芸', '框', '森', '作', '瓶', '练', '宠', '买', '摸', '神', '拉', '叫', '堂', '土', '陈', '迫', '言', '临', '字', '沢', '勇', '涛', '伊', '甲', '扑', '肯', '续', '制', '含', '拘', '吹', '午', '忧', '仓', '顶', '吗', '圣', '奔', '肥', '广', '哭', '袜', '盟', '塘', '赌', '菌', '殖', '讨', '想', '衣', '冰', '钢', '吴', '复', '宝', '坛', '填', '油', '妮', '按', '筹', '繁', '肌', '跃', '惠', '栏', '叔', '售', '阪', '起', '视', '刘', '序', '凤', '琳', '羞', '混', '国', '惑', '莱', '化', '见', '赴', '挣']",烈,伊
143,后,口,7.7062074336575055,"('囗', '口')",[8903],1,e5908e,99,"['周', '告', '向', '品', '号', '司', '古', '哪', '口', '吐', '可', '另', '听', '嘉', '吞', '吧', '和', '商', '喷', '吸', '合', '同', '吾', '名', '吃', '呢', '啥', '喜', '呈', '味', '唱', '唯', '各', '史', '命', '启', '叫', '吟', '器', '员', '召', '只', '吹', '呼', '响', '咪', '台', '咋', '咨', '吕', '善', '啊', '含', '咖', '喊', '右', '吊', '噜', '呵', '吉', '嘴', '喘', '哈', '否', '哲', '吨', '唐', '售', '君', '嘛', '吗', '句', '啦', '呀', '嘎', '哭', '吻', '叶', '喝', '哦', '吴', '啪', '哥', '呻', '嗯', '嘿']",86,"['续', '华', '莱', '来', '革', '祥', '馈', '少', '好', '春', '宝', '找', '移', '婚', '座', '跌', '你', '拘', '尊', '论', '峰', '腾', '映', '任', '邦', '泄', '席', '异', '世', '救', '桶', '打', '椒', '修', '以', '有', '六', '曼', '现', '境', '铃', '西', '稍', '思', '佩', '且', '础', '失', '坝', '济', '健', '期', '菜', '离', '项', '备', '宋', '检', '康', '逸', '紧', '冒', '刚', '阵', '凭', '大', '捷', '虽', '露', '值', '取', '坏', '赋', '教', '盘', '潮', '贤', '勇', '窗', '核', '猫', '事', '料', '侯', '腰', '渐', '塘', '硕', '谨', '虑', '绍', '宏', '替', '把', '籍', '竟']",吞,谨
144,至,至,6.287849452313616,"('至',)",[15717],1,e887b3,2,['致'],1,"['谁', '场', '俱', '座', '股', '杀', '你', '添', '奏', '暮', '取', '函', '将', '数', '振', '廷', '呼', '报', '迷', '胜', '商', '奴', '克', '显', '汇', '得', '耐', '确', '剂', '全', '悟', '赶', '陷', '码', '占', '迹', '艇', '河', '希', '延', '见', '伊', '免', '粒', '驾', '容', '何', '启', '趋', '京', '欢', '搞', '盟', '潘', '聘', '旦', '励', '兄', '侣', '迟', '泉', '蕉', '滚', '售', '须', '功', '详', '悠', '哦', '吕', '来', '界', '袖', '厕', '浴', '雅', '打', '逃', '擦', '万', '稍', '杭', '兼', '犬', '椒', '败', '露', '整', '沢', '番', '雄', '禽', '欣', '赠', '价', '袜', '奉', '品', '污']",致,败
145,告,口,6.528657964929907,"('囗', '口')",[17807],1,e5918a,99,"['周', '后', '向', '品', '号', '司', '古', '哪', '口', '吐', '可', '另', '听', '嘉', '吞', '吧', '和', '商', '喷', '吸', '合', '同', '吾', '名', '吃', '呢', '啥', '喜', '呈', '味', '唱', '唯', '各', '史', '命', '启', '叫', '吟', '器', '员', '召', '只', '吹', '呼', '响', '咪', '台', '咋', '咨', '吕', '善', '啊', '含', '咖', '喊', '右', '吊', '噜', '呵', '吉', '嘴', '喘', '哈', '否', '哲', '吨', '唐', '售', '君', '嘛', '吗', '句', '啦', '呀', '嘎', '哭', '吻', '叶', '喝', '哦', '吴', '啪', '哥', '呻', '嗯', '嘿']",86,"['值', '世', '幽', '豪', '梅', '仕', '勿', '内', '检', '纸', '荣', '账', '靠', '克', '狂', '片', '座', '们', '刷', '萨', '影', '券', '解', '孔', '腰', '殊', '滋', '积', '空', '干', '宿', '收', '池', '饮', '充', '滑', '筛', '悟', '活', '永', '舟', '供', '侵', '走', '事', '桶', '踏', '童', '餐', '察', '昨', '半', '肯', '外', '云', '种', '夕', '址', '暂', '厂', '旁', '论', '扬', '爵', '著', '格', '持', '浓', '起', '神', '诉', '正', '示', '镇', '开', '赤', '亡', '撮', '页', '设', '瓜', '洛', '烟', '潮', '局', '遮', '久', '负', '热', '祭', '够', '斯', '润', '料']",合,解
146,心,心,8.21307656852418,"('心', '忄')",[8477],1,e5bf83,55,"['急', '必', '思', '忠', '总', '感', '忽', '忍', '悲', '意', '念', '息', '想', '慰', '恶', '怒', '愿', '您', '悠', '恩', '态', '怎', '惠', '志', '慈', '悉', '患', '恋', '惜', '忘', '慧', '惑']",32,"['毒', '丽', '廉', '行', '兽', '迈', '灯', '你', '继', '母', '姿', '状', '沃', '编', '燕', '器', '腕', '水', '具', '柏', '荡', '浆', '托', '兑', '控', '展', '握', '向', '稿', '揭', '实', '猪', '骚', '猎', '跳', '准', '走', '浅', '陶', '官', '能', '滨', '桥', '卧', '律', '特', '苗', '厕', '旬', '根', '坐', '业', '其', '组', '郭', '子', '彰', '淫', '尼', '驰', '牡', '判', '败', '玩', '歌', '军', '安', '爵', '役', '晶', '缓', '援', '金', '巨', '晚', '夹', '紫', '雷', '梯', '不', '励', '锦', '颜', '开', '锁', '树', '读', '验', '亲', '标', '著', '还', '遗', '陪', '汇', '渠', '挺', '谜', '草']",恶,根
147,今,人,7.681018103017277,"('人', '亻')",[10941],1,e4bb8a,96,"['余', '从', '会', '人', '仓', '令', '以', '介', '企', '众']",10,"['绑', '揉', '礼', '取', '葡', '协', '膜', '泉', '楼', '底', '损', '森', '芬', '亮', '虽', '迷', '予', '光', '乳', '胎', '浩', '纸', '夫', '打', '驱', '婚', '占', '黑', '殖', '雅', '搭', '益', '择', '炎', '浪', '坐', '勒', '爵', '肤', '露', '的', '料', '裤', '力', '为', '度', '图', '句', '邀', '娇', '造', '沟', '报', '朗', '亡', '宣', '斯', '嘿', '遵', '授', '搬', '很', '玲', '昨', '著', '恢', '削', '震', '股', '鹅', '贸', '狸', '七', '节', '训', '搏', '富', '苦', '如', '移', '裕', '石', '船', '址', '它', '示', '录', '巻', '蒂', '购', '曾', '病', '二']",余,震
148,汗,氵,4.0006216220861655,"('氺', '水', '氵')",[130327],1,e6b197,106,"['温', '流', '滚', '混', '海', '滑', '没', '消', '沉', '清', '浮', '泊', '游', '浩', '深', '油', '激', '汇', '洪', '法', '浓', '泥', '泛', '洋', '波', '沃', '汉', '沙', '汤', '淘', '满', '济', '溪', '浜', '测', '浅', '浴', '漫', '泡', '注', '潮', '江', '洞', '淡', '津', '潜', '汽', '添', '河', '洗', '泄', '污', '活', '浪', '淫', '沿', '治', '渐', '渡', '演', '汁', '漂', '泳', '液', '润', '渠', '涯', '港', '湿', '沟', '涉', '池', '滤', '滴', '潭', '涨', '漏', '滋', '涩', '泽', '洁', '洲', '派', '洛', '湾', '涓', '浦', '澳', '沈', '澡', '滨', '潘', '涛', '湖', '源', '沁', '涵', '沪', '沢']",99,"['树', '净', '说', '跨', '日', '规', '义', '辱', '昆', '捕', '宅', '盆', '掌', '彦', '限', '该', '予', '散', '怡', '难', '算', '厨', '厕', '莱', '根', '主', '乡', '苗', '配', '相', '什', '陵', '鹰', '乱', '恶', '乐', '忽', '甘', '下', '惯', '估', '束', '杀', '师', '广', '裁', '殖', '慰', '止', '跌', '轨', '控', '癌', '车', '贤', '抓', '八', '丰', '勒', '座', '铁', '霸', '仅', '套', '听', '刚', '踩', '赚', '黑', '州', '庄', '翠', '孟', '辞', '牧', '昨', '崎', '细', '影', '旗', '术', '版', '申', '临', '璃', '雅', '布', '食', '薄', '雷', '逼', '城', '草', '抗', '读', '符']",浩,璃
149,情,忄,7.741372672773341,"('心', '忄')",[7278],1,e68385,55,"['怀', '性', '惊', '快', '忧', '怕', '恢', '忙', '惯', '恐', '懂', '怪', '怡', '恒', '惨', '忆', '慢', '悦', '慎', '悟', '怖']",21,"['混', '吻', '始', '苦', '禽', '诸', '且', '候', '广', '夏', '丹', '熟', '篇', '斤', '贷', '笔', '如', '郭', '险', '吊', '有', '赚', '嘛', '涛', '仙', '粤', '得', '晶', '照', '艺', '佣', '索', '不', '穴', '弃', '吴', '盘', '奥', '町', '会', '公', '散', '荐', '锐', '炼', '位', '损', '挺', '究', '奖', '滋', '驾', '摇', '革', '底', '彻', '震', '少', '量', '乐', '坊', '拿', '红', '弊', '羊', '阪', '装', '段', '栋', '此', '付', '巧', '牲', '拟', '莞', '枝', '睛', '注', '噜', '拾', '遣', '顿', '插', '偶', '剑', '桃', '甚', '顾', '图', '署', '湾', '校', '钻', '均', '温', '账', '遥', '翔', '坂']",惊,广
150,义,丶,5.179255638713153,"('丶',)",[26812],1,e4b989,6,"['主', '举', '丹', '丸', '为']",5,"['竞', '适', '频', '俺', '媳', '裂', '踏', '标', '藏', '菜', '险', '逆', '边', '奉', '吸', '尖', '站', '涵', '摄', '度', '虚', '升', '七', '川', '煌', '倡', '轩', '欢', '袭', '咖', '射', '宝', '鹏', '很', '埔', '雷', '册', '硬', '族', '半', '芽', '卡', '摩', '替', '够', '寸', '苍', '心', '媒', '司', '堡', '介', '临', '相', '奈', '邮', '务', '赫', '灯', '认', '撤', '别', '倾', '雨', '硕', '织', '队', '恩', '故', '刺', '却', '幽', '谢', '晋', '普', '到', '员', '艺', '座', '佩', '把', '衣', '切', '魔', '遇', '冬', '配', '学', '馨', '扬', '哈', '操', '澳', '商', '罚', '隐', '锋', '活', '降', '近']",举,摩
151,共,八,5.131840024627706,"('丷', '八')",[16774],1,e585b1,14,"['兵', '公', '其', '养', '具', '典', '兴', '八', '兼', '兽', '六', '兰']",12,"['胖', '柳', '赶', '柔', '晰', '污', '磨', '策', '栏', '弹', '籍', '募', '恋', '惠', '嫌', '埔', '者', '匙', '意', '但', '转', '此', '柴', '万', '赵', '确', '差', '前', '播', '荣', '靠', '挺', '埃', '投', '克', '白', '佩', '绍', '涛', '明', '蒂', '摆', '告', '例', '略', '测', '乎', '春', '呀', '古', '月', '源', '拆', '歩', '页', '董', '旋', '曹', '据', '跳', '增', '滑', '颜', '敢', '嘴', '坚', '江', '妹', '朋', '覆', '条', '泳', '胞', '累', '括', '价', '枚', '窥', '固', '患', '镇', '季', '恐', '戏', '销', '述', '你', '考', '徐', '且', '孤', '疲', '座', '甸', '绕', '坊', '糕', '预', '凸']",兽,赵
152,价,亻,5.977215256454465,"('人', '亻')",[17091],1,e4bbb7,96,"['但', '传', '借', '侣', '作', '俊', '供', '侧', '倒', '优', '促', '使', '任', '仙', '俱', '偏', '仪', '停', '修', '休', '依', '信', '倾', '值', '伯', '便', '伸', '住', '位', '伏', '低', '例', '何', '保', '催', '佣', '像', '仔', '候', '伤', '佛', '代', '健', '偶', '体', '佳', '假', '倍', '做', '侠', '倡', '债', '付', '偷', '伴', '仕', '伊', '伦', '俗', '仍', '佐', '偿', '储', '侵', '份', '仲', '他', '们', '仁', '什', '你', '估', '似', '伟', '伙', '佩', '件', '亿', '俄', '侯', '仅', '伍', '俺', '傅']",84,"['理', '样', '家', '窥', '皇', '万', '晓', '翁', '潮', '陵', '献', '须', '换', '莓', '舒', '奋', '写', '暇', '找', '废', '野', '雨', '衡', '湿', '洞', '落', '斯', '卧', '非', '则', '览', '剪', '少', '碍', '寓', '姓', '放', '微', '商', '博', '复', '履', '构', '心', '新', '墙', '填', '破', '剧', '著', '消', '选', '循', '娜', '私', '黑', '数', '谜', '池', '殊', '勤', '暖', '词', '坝', '染', '色', '步', '幼', '税', '我', '捷', '柜', '设', '凌', '晋', '夕', '范', '离', '围', '科', '房', '达', '活', '肥', '南', '恒', '男', '撸', '军', '犯', '简', '怀', '懂', '秀', '裂', '课', '行']",代,数
