,language,tokenizer,word,suffix,word_final_token,group,both_pair,suffix_pair,neither_pair,dectile
6120,Czech,gpt4o,soudů,ů,8328,"['hostů', 'krajů', 'litrů', 'fondů']",soudů,léků,komisi,8
6121,Czech,gpt4o,silnicí,í,556,"['diskusí', 'vesnicí', 'kalorií', 'kolonií']",silnicí,pláží,medvědi,4
6122,Czech,gpt4o,kovu,u,84,"['viru', 'boxu', 'nosu', 'setu']",kovu,sadu,dary,7
6123,Czech,gpt4o,kovem,em,347,"['lukem', 'bobem', 'tokem', 'rodem']",kovem,sadem,draku,0
6124,Czech,gpt4o,pokojem,em,347,"['frankem', 'minimem', 'penisem', 'laserem']",pokojem,spolkem,ambicí,2
6125,Czech,gpt4o,pralesů,ů,8328,"['krajanů', 'pochodů', 'vagónů', 'dekretů']",pralesů,majetků,zárodku,0
6126,Czech,gpt4o,vrcholů,ů,8328,"['senzorů', 'titulků', 'nálezů', 'výroků']",vrcholů,odpadků,papírem,4
6127,Czech,gpt4o,rasu,u,84,"['varu', 'synu', 'jamu', 'kubu']",rasu,jevu,osla,4
6128,Czech,gpt4o,teplotu,u,84,"['výhodu', 'rozporu', 'imunitu', 'poklesu']",teplotu,pohřbu,chlapci,8
6129,Czech,gpt4o,okamžiků,ů,8328,"['zločinců', 'nadšenců', 'manažerů', 'milimetrů']",okamžiků,balíčků,bílkoviny,5
6130,Czech,gpt4o,vrstvou,ou,283,"['poštou', 'oslavou', 'délkou', 'bránou']",vrstvou,vlajkou,plátky,6
6131,Czech,gpt4o,hasičů,ů,8328,"['návrhů', 'souborů', 'národů', 'důkazů']",hasičů,pozemků,výbuchu,8
6132,Czech,gpt4o,deskách,ách,15933,"['osobách', 'kartách', 'hlavách', 'trasách']",deskách,loukách,metodiky,3
6133,Czech,gpt4o,jihu,u,84,"['bodu', 'vodu', 'webu', 'hubu']",jihu,pusu,nohy,9
6134,Czech,gpt4o,větě,ě,3708,"['kartě', 'kontě', 'chutě', 'módě']",větě,vědě,linií,6
6135,Czech,gpt4o,větou,ou,283,"['partou', 'branou', 'maskou', 'mámou']",větou,vírou,roboti,5
6136,Czech,gpt4o,tunelů,ů,8328,"['odpadů', 'spolků', 'kloubů', 'pohybů']",tunelů,svazků,součtu,5
6137,Czech,gpt4o,doktorů,ů,8328,"['podpisů', 'talentů', 'juniorů', 'rekordů']",doktorů,potomků,legendou,5
6138,Czech,gpt4o,škodou,ou,283,"['sprchou', 'raketou', 'posilou', 'trávou']",škodou,tužkou,vlivům,3
6139,Czech,gpt4o,symbolu,u,84,"['asfaltu', 'legendu', 'salónu', 'jednotu']",symbolu,grafiku,slečno,4
6140,Czech,gpt4o,symboly,y,88,"['momenty', 'muslimy', 'recepty', 'regiony']",symboly,faktury,kritici,7
6141,Czech,gpt4o,textu,u,84,"['formu', 'stylu', 'osobu', 'blogu']",textu,hlavu,léky,9
6142,Czech,gpt4o,textem,em,347,"['filmem', 'mostem', 'vínem', 'znakem']",textem,gólem,hraně,7
6143,Czech,gpt4o,texty,y,88,"['banky', 'druhy', 'kapsy', 'listy']",texty,matky,běhu,9
6144,Czech,gpt4o,textů,ů,8328,"['testů', 'znaků', 'listů', 'kroků']",textů,léků,písku,8
6145,Czech,gpt4o,litrů,ů,8328,"['soudů', 'znaků', 'testů', 'textů']",litrů,léků,koleje,8
6146,Czech,gpt4o,linku,u,84,"['muzeu', 'postu', 'testu', 'videu']",linku,zvuku,matce,8
6147,Czech,gpt4o,linky,y,88,"['banky', 'kapsy', 'texty', 'druhy']",linky,fotky,muži,9
6148,Czech,gpt4o,strachy,y,88,"['autorky', 'mrtvoly', 'ponorky', 'motorky']",strachy,smetany,tabáku,5
6149,Czech,gpt4o,kapalinou,ou,283,"['menšinou', 'koupelnou', 'nápravou', 'rostlinou']",kapalinou,cukrovkou,medvědem,0
6150,Czech,gpt4o,odpadů,ů,8328,"['obvodů', 'stínů', 'řádů', 'otisků']",odpadů,dárků,nálety,5
6151,Czech,gpt4o,brankou,ou,283,"['jízdou', 'kapotou', 'obranou', 'chodbou']",brankou,kočkou,pobytem,4
6152,Czech,gpt4o,krajů,ů,8328,"['znaků', 'bloků', 'textů', 'litrů']",krajů,léků,mobilu,8
6153,Czech,gpt4o,sudu,u,84,"['popu', 'jaru', 'ideu', 'moru']",sudu,citu,sumy,3
6154,Czech,gpt4o,sudy,y,88,"['dumy', 'sovy', 'jedy', 'sumy']",sudy,bory,moru,3
6155,Czech,gpt4o,nádobě,ě,3708,"['chorobě', 'potravě', 'šikaně', 'dekádě']",nádobě,učebně,manžele,1
6156,Czech,gpt4o,nádobu,u,84,"['fosforu', 'ponorku', 'chlastu', 'dobrotu']",nádobu,záhadu,činech,2
6157,Czech,gpt4o,nádobách,ách,15933,"['pochybách', 'útrobách', 'vraždách', 'hospodách']",nádobách,uličkách,koloniích,0
6158,Czech,gpt4o,tipy,y,88,"['kusy', 'mapy', 'zimy', 'lesy']",tipy,éry,otci,8
6159,Czech,gpt4o,fotbalem,em,347,"['ústavem', 'oceánem', 'terénem', 'bazénem']",fotbalem,papírem,švestky,4
6160,Czech,gpt4o,sportu,u,84,"['podobu', 'startu', 'modelu', 'motoru']",sportu,minutu,kolegy,9
6161,Czech,gpt4o,chaosu,u,84,"['frontu', 'trendu', 'místu', 'okresu']",chaosu,kolegu,rádia,7
6162,Czech,gpt4o,pohybem,em,347,"['obratem', 'písmem', 'rizikem', 'vůdcem']",pohybem,mlékem,úseků,6
6163,Czech,gpt4o,pohybů,ů,8328,"['úroků', 'dotazů', 'tunelů', 'odpadů']",pohybů,svazků,slalomu,5
6164,Czech,gpt4o,molu,u,84,"['notu', 'tetu', 'logu', 'maru']",molu,nudu,buky,0
6165,Czech,gpt4o,rocku,u,84,"['grafu', 'partu', 'suchu', 'dietu']",rocku,zrodu,nosem,6
6166,Czech,gpt4o,adresu,u,84,"['severu', 'sportu', 'modelu', 'podobu']",adresu,minutu,kameny,9
6167,Czech,gpt4o,délkou,ou,283,"['oslavou', 'vrstvou', 'poštou', 'bránou']",délkou,vlajkou,klubech,6
6168,Czech,gpt4o,sprchou,ou,283,"['polohou', 'nehodou', 'škodou', 'posilou']",sprchou,tužkou,kaňonu,3
6169,Czech,gpt4o,výrazů,ů,8328,"['podpisů', 'receptů', 'talentů', 'rekordů']",výrazů,potomků,opozicí,5
6170,Czech,gpt4o,formy,y,88,"['druhy', 'listy', 'nervy', 'knihy']",formy,volby,stylu,9
6171,Czech,gpt4o,formě,ě,3708,"['cestě', 'létě', 'firmě', 'hlavě']",formě,sítě,motory,9
6172,Czech,gpt4o,formu,u,84,"['listu', 'cestu', 'mostu', 'osobu']",formu,matku,trasy,9
6173,Czech,gpt4o,daru,u,84,"['dubu', 'kusu', 'uchu', 'medu']",daru,rybu,tety,5
6174,Czech,gpt4o,opery,y,88,"['normy', 'tanky', 'chaty', 'fondy']",opery,plody,kurzu,8
6175,Czech,gpt4o,bonusy,y,88,"['starty', 'piloty', 'rameny', 'muziky']",bonusy,aféry,pásem,5
6176,Czech,gpt4o,slabinou,ou,283,"['tabulkou', 'popravou', 'plachtou', 'zásobou']",slabinou,slečnou,hustotě,0
6177,Czech,gpt4o,kusu,u,84,"['medu', 'halu', 'uchu', 'rumu']",kusu,rybu,nule,5
6178,Czech,gpt4o,kusy,y,88,"['mapy', 'zimy', 'tipy', 'lesy']",kusy,sady,nebi,8
6179,Czech,gpt4o,mapy,y,88,"['lesy', 'tipy', 'kusy', 'zimy']",mapy,ropy,nohu,8
6180,Czech,gpt4o,mapu,u,84,"['dolu', 'divu', 'horu', 'ligu']",mapu,rodu,skla,8
6181,Czech,gpt4o,startu,u,84,"['podobu', 'modelu', 'severu', 'motoru']",startu,stranu,pokoje,9
6182,Czech,gpt4o,starty,y,88,"['muziky', 'bonusy', 'piloty', 'rameny']",starty,obdoby,sklepa,5
6183,Czech,gpt4o,proudů,ů,8328,"['okresů', 'grantů', 'plastů', 'sklepů']",proudů,statků,statusu,3
6184,Czech,gpt4o,koncertu,u,84,"['komplexu', 'variantu', 'způsobu', 'významu']",koncertu,portálu,velitele,8
6185,Czech,gpt4o,basy,y,88,"['husy', 'tuky', 'kupy', 'auty']",basy,roty,tunu,4
6186,Czech,gpt4o,boty,y,88,"['ruky', 'ligy', 'domy', 'typy']",boty,trhy,akci,9
6187,Czech,gpt4o,momenty,y,88,"['recepty', 'symboly', 'muslimy', 'regiony']",momenty,pořady,kondici,7
6188,Czech,gpt4o,hustotě,ě,3708,"['šachtě', 'temnotě', 'zásobě', 'hostině']",hustotě,dlažbě,výrokem,0
6189,Czech,gpt4o,hustotou,ou,283,"['smetanou', 'zálibou', 'fasádou', 'cidlinou']",hustotou,hračkou,tenistů,1
6190,Czech,gpt4o,ksichtu,u,84,"['kolapsu', 'praporu', 'kamionu', 'doménu']",ksichtu,epizodu,pitomci,5
6191,Czech,gpt4o,majitelů,ů,8328,"['poslanců', 'vítězů', 'výrobců', 'miliónů']",majitelů,poplatků,koupelně,8
6192,Czech,gpt4o,učitelů,ů,8328,"['výrobců', 'majitelů', 'vítězů', 'poslanců']",učitelů,poplatků,zastávky,8
6193,Czech,gpt4o,adventu,u,84,"['diabetu', 'importu', 'parcelu', 'citronu']",adventu,komínu,prasete,0
6194,Czech,gpt4o,kupy,y,88,"['kuby', 'tuky', 'basy', 'auty']",kupy,mlhy,krbu,4
6195,Czech,gpt4o,smetanou,ou,283,"['zálibou', 'listinou', 'hustotou', 'fasádou']",smetanou,hračkou,papírky,1
6196,Czech,gpt4o,vlasů,ů,8328,"['klubů', 'hlasů', 'metrů', 'týmů']",vlasů,prvků,plánu,9
6197,Czech,gpt4o,indexu,u,84,"['limitu', 'humoru', 'panelu', 'efektu']",indexu,batohu,městy,6
6198,Czech,gpt4o,rameny,y,88,"['starty', 'muziky', 'bonusy', 'piloty']",rameny,zeminy,luxusu,5
6199,Czech,gpt4o,naftu,u,84,"['dvoru', 'ebolu', 'hrotu', 'tichu']",naftu,mýtu,pocty,2
6200,Czech,gpt4o,tělesem,em,347,"['pramenem', 'nárazem', 'výrokem', 'děkanem']",tělesem,paprskem,rozkoše,0
6201,Czech,gpt4o,archu,u,84,"['vínu', 'atomu', 'kursu', 'pastu']",archu,spamu,póry,1
6202,Czech,gpt4o,archy,y,88,"['bandy', 'plesy', 'atomy', 'porty']",archy,kurty,hranu,3
6203,Czech,gpt4o,songu,u,84,"['karmu', 'kurtu', 'lampu', 'nervu']",songu,háku,kotvy,2
6204,Czech,gpt4o,songy,y,88,"['kouty', 'pumpy', 'vesty', 'gangy']",songy,pecky,portu,4
6205,Czech,gpt4o,detailu,u,84,"['dialogu', 'resortu', 'fakultu', 'exportu']",detailu,podvodu,daních,6
6206,Czech,gpt4o,partu,u,84,"['rocku', 'rámu', 'tanku', 'suchu']",partu,sochu,osady,6
6207,Czech,gpt4o,vlakem,em,347,"['slovem', 'tlakem', 'soudem', 'krokem']",vlakem,tělem,stresu,8
6208,Czech,gpt4o,dohodě,ě,3708,"['jízdě', 'nehodě', 'obraně', 'chodbě']",dohodě,svatbě,orlicí,8
6209,Czech,gpt4o,parcelu,u,84,"['citronu', 'importu', 'diabetu', 'adventu']",parcelu,poradnu,hostiny,0
6210,Czech,gpt4o,tancem,em,347,"['mozkem', 'opakem', 'mrazem', 'skokem']",tancem,hmyzem,sazbou,3
6211,Czech,gpt4o,vojákem,em,347,"['poklesem', 'ostrovem', 'postojem', 'rozvodem']",vojákem,areálem,kulomety,3
6212,Czech,gpt4o,testu,u,84,"['linku', 'banku', 'postu', 'videu']",testu,větu,matce,8
6213,Czech,gpt4o,testy,y,88,"['kapsy', 'nervy', 'druhy', 'texty']",testy,holky,duši,9
6214,Czech,gpt4o,testů,ů,8328,"['litrů', 'časů', 'bloků', 'kroků']",testů,léků,polohu,8
6215,Czech,gpt4o,tekutinou,ou,283,"['menšinou', 'nápravou', 'rostlinou', 'kapalinou']",tekutinou,pojistkou,bylinkami,0
6216,Czech,gpt4o,omluvy,y,88,"['koledy', 'doteky', 'kroupy', 'ohledy']",omluvy,klapky,tašce,3
6217,Czech,gpt4o,mailu,u,84,"['realu', 'slovu', 'farmu', 'bombu']",mailu,kempu,touhy,7
6218,Czech,gpt4o,mailů,ů,8328,"['stavů', 'tanků', 'kurzů', 'duchů']",mailů,celků,odvahy,6
6219,Czech,gpt4o,grantů,ů,8328,"['sklepů', 'trendů', 'okresů', 'otvorů']",grantů,statků,rozích,3
6220,Czech,gpt4o,beaty,y,88,"['laiky', 'karmy', 'pasty', 'pinky']",beaty,clony,vdovu,0
6221,Czech,gpt4o,setu,u,84,"['kovu', 'viru', 'davu', 'boxu']",setu,sadu,vizi,7
6222,Czech,gpt4o,vchodem,em,347,"['útokem', 'sluncem', 'pohonem', 'domovem']",vchodem,zájmem,zálivu,7
6223,Czech,gpt4o,soupeřem,em,347,"['poslancem', 'účinkem', 'termínem', 'souhlasem']",soupeřem,signálem,hypotéky,6
6224,Czech,gpt4o,obvodem,em,347,"['úvodem', 'jezerem', 'pepřem', 'kouřem']",obvodem,obzorem,slepici,1
6225,Czech,gpt4o,obvodů,ů,8328,"['trestů', 'pokrmů', 'spolků', 'úroků']",obvodů,dárků,svědka,5
6226,Czech,gpt4o,lampy,y,88,"['sondy', 'ploty', 'farmy', 'vousy']",lampy,louky,dobru,6
6227,Czech,gpt4o,lampu,u,84,"['karmu', 'nervu', 'kurtu', 'songu']",lampu,drogu,mamky,2
6228,Czech,gpt4o,partě,ě,3708,"['dietě', 'primě', 'normě', 'koutě']",partě,vojně,paží,3
6229,Czech,gpt4o,partou,ou,283,"['větou', 'branou', 'mámou', 'maskou']",partou,vírou,párky,5
6230,Czech,gpt4o,tlakem,em,347,"['soudem', 'mužem', 'slovem', 'vlakem']",tlakem,stylem,režii,8
6231,Czech,gpt4o,farmy,y,88,"['lampy', 'bundy', 'duchy', 'blogy']",farmy,pány,nosem,6
6232,Czech,gpt4o,farmu,u,84,"['mailu', 'masku', 'pásu', 'realu']",farmu,vrchu,typem,7
6233,Czech,gpt4o,ligy,y,88,"['typy', 'domy', 'boty', 'ruky']",ligy,lety,panu,9
6234,Czech,gpt4o,ligu,u,84,"['divu', 'dolu', 'lovu', 'mapu']",ligu,nohu,mapy,8
6235,Czech,gpt4o,týmů,ů,8328,"['mužů', 'druhů', 'metrů', 'vlasů']",týmů,prvků,dohody,9
6236,Czech,gpt4o,diabetu,u,84,"['citronu', 'adventu', 'parcelu', 'importu']",diabetu,míčku,faktech,0
6237,Czech,gpt4o,scéně,ě,3708,"['minutě', 'státě', 'podobě', 'sezoně']",scéně,stupně,ničemu,9
6238,Czech,gpt4o,scénu,u,84,"['srandu', 'právu', 'odporu', 'sezonu']",scénu,odboru,soudů,8
6239,Czech,gpt4o,plamenem,em,347,"['letounem', 'pochodem', 'děkanem', 'nárazem']",plamenem,nápojem,kolébky,0
6240,Czech,gpt4o,fakultu,u,84,"['talentu', 'resortu', 'dialogu', 'exportu']",fakultu,pokroku,potomci,6
6241,Czech,gpt4o,dotazů,ů,8328,"['odpadů', 'řádů', 'obvodů', 'trestů']",dotazů,zámků,slávě,5
6242,Czech,gpt4o,pohárů,ů,8328,"['útvarů', 'poradců', 'kořenů', 'výletů']",pohárů,šperků,rostlinu,5
6243,Czech,gpt4o,komorou,ou,283,"['sprchou', 'trávou', 'posilou', 'nehodou']",komorou,dráhou,chlebem,3
6244,Czech,gpt4o,výživě,ě,3708,"['brigádě', 'výplatě', 'balkóně', 'menšině']",výživě,proměně,dějinám,2
6245,Czech,gpt4o,hadem,em,347,"['palem', 'tukem', 'lukem', 'tokem']",hadem,vlkem,lahvi,0
6246,Czech,gpt4o,hady,y,88,"['jedy', 'divy', 'sudy', 'sumy']",hady,rody,jezu,3
6247,Czech,gpt4o,císařem,em,347,"['hejtmanem', 'nábytkem', 'záznamem', 'písmenem']",císařem,přenosem,rybářů,3
6248,Czech,gpt4o,palem,em,347,"['jakem', 'tukem', 'rodem', 'tokem']",palem,dolem,hutě,0
6249,Czech,gpt4o,kloubu,u,84,"['útesu', 'úderu', 'krámu', 'sluchu']",kloubu,zmatku,slámy,4
6250,Czech,gpt4o,kloubů,ů,8328,"['řádů', 'trestů', 'odpadů', 'otisků']",kloubů,dárků,cirkusu,5
6251,Czech,gpt4o,krystalů,ů,8328,"['portálů', 'oponentů', 'víkendů', 'přenosů']",krystalů,celníků,tatínkem,2
6252,Czech,gpt4o,tabletů,ů,8328,"['profilů', 'seznamů', 'archivů', 'patentů']",tabletů,ostatků,hlavách,3
6253,Czech,gpt4o,vraždách,ách,15933,"['hospodách', 'útrobách', 'nádobách', 'pochybách']",vraždách,uličkách,výdajích,0
6254,Czech,gpt4o,projevů,ů,8328,"['pramenů', 'papírů', 'kostelů', 'turnajů']",projevů,svátků,babičku,6
6255,Czech,gpt4o,sluchu,u,84,"['úderu', 'útesu', 'krámu', 'kloubu']",sluchu,zmatku,koňmi,4
6256,Czech,gpt4o,postu,u,84,"['testu', 'muzeu', 'banku', 'ruchu']",postu,dluhu,kávy,8
6257,Czech,gpt4o,postupy,y,88,"['klienty', 'rekordy', 'reformy', 'podniky']",postupy,kanály,autorů,8
6258,Czech,gpt4o,kolegů,ů,8328,"['králů', 'květů', 'účtů', 'schodů']",kolegů,kousků,těžby,7
6259,Czech,gpt4o,logu,u,84,"['busu', 'notu', 'maru', 'husu']",logu,nudu,tmou,0
6260,Czech,gpt4o,logem,em,347,"['datem', 'bokem', 'ledem', 'davem']",logem,virem,klece,5
6261,Czech,gpt4o,portrétů,ů,8328,"['vitamínů', 'muzikantů', 'aktivistů', 'analytiků']",portrétů,poutníků,mikrofonem,3
6262,Czech,gpt4o,tragédií,í,556,"['metropolí', 'provincií', 'referencí', 'sladkostí']",tragédií,spekulací,překladů,2
6263,Czech,gpt4o,patu,u,84,"['jamu', 'pilu', 'synu', 'kubu']",patu,éru,gaye,4
6264,Czech,gpt4o,paty,y,88,"['koly', 'daty', 'novy', 'weby']",paty,hody,vlka,6
6265,Czech,gpt4o,spoustu,u,84,"['zprávu', 'terénu', 'souboru', 'smlouvu']",spoustu,poháru,vztahů,9
6266,Czech,gpt4o,studentů,ů,8328,"['projektů', 'produktů', 'pacientů', 'systémů']",studentů,článků,kontrolou,9
6267,Czech,gpt4o,úrokem,em,347,"['potokem', 'dotykem', 'ptákem', 'úsekem']",úrokem,svazkem,výfuku,0
6268,Czech,gpt4o,úroků,ů,8328,"['obvodů', 'pokrmů', 'tunelů', 'spolků']",úroků,svazků,injekci,5
6269,Czech,gpt4o,komiksu,u,84,"['motorku', 'výletu', 'penaltu', 'poruchu']",komiksu,řádku,plameny,6
6270,Czech,gpt4o,rádiu,u,84,"['pódiu', 'slávu', 'stropu', 'nehodu']",rádiu,jazyku,úvahy,7
6271,Czech,gpt4o,rádiem,em,347,"['palivem', 'jezdcem', 'stropem', 'krémem']",rádiem,dárkem,úlohou,2
6272,Czech,gpt4o,popu,u,84,"['moru', 'sudu', 'jaru', 'boru']",popu,citu,bory,3
6273,Czech,gpt4o,katy,y,88,"['noty', 'judy', 'masy', 'boky']",katy,brdy,pivu,5
6274,Czech,gpt4o,útesu,u,84,"['kloubu', 'úderu', 'krámu', 'sluchu']",útesu,vzteku,žáby,4
6275,Czech,gpt4o,bilionu,u,84,"['výpisu', 'jogurtu', 'koncilu', 'vagónu']",bilionu,důrazu,potraty,0
6276,Czech,gpt4o,komedií,í,556,"['melodií', 'radnicí', 'diskuzí', 'redakcí']",komedií,hrdostí,náletů,3
6277,Czech,gpt4o,výkonu,u,84,"['hodnotu', 'milionu', 'seznamu', 'regionu']",výkonu,dopravu,městem,9
6278,Czech,gpt4o,kuby,y,88,"['auty', 'kupy', 'husy', 'basy']",kuby,nory,rtů,4
6279,Czech,gpt4o,kubu,u,84,"['jamu', 'patu', 'rasu', 'tunu']",kubu,vadu,mlhy,4
6280,Czech,gpt4o,kroupy,y,88,"['doteky', 'ohledy', 'omluvy', 'koledy']",kroupy,děvky,šrotu,3
6281,Czech,gpt4o,dekádě,ě,3708,"['nádobě', 'toaletě', 'chorobě', 'šikaně']",dekádě,chladně,cukrovku,1
6282,Czech,gpt4o,sumy,y,88,"['jedy', 'sudy', 'hady', 'divy']",sumy,uzly,moru,3
6283,Czech,gpt4o,sumu,u,84,"['medu', 'potu', 'uchu', 'kusu']",sumu,rybu,judy,5
6284,Czech,gpt4o,palubě,ě,3708,"['rodině', 'městě', 'vládě', 'zbraně']",palubě,písně,věcech,9
6285,Czech,gpt4o,kořenů,ů,8328,"['výletů', 'nároků', 'pokladů', 'poláků']",kořenů,stánků,údolím,5
6286,Czech,gpt4o,regionu,u,84,"['správu', 'serveru', 'výkonu', 'hodnotu']",regionu,ničemu,titulky,9
6287,Czech,gpt4o,regionem,em,347,"['receptem', 'citronem', 'částem', 'milionem']",regionem,zápisem,množiny,1
6288,Czech,gpt4o,regiony,y,88,"['symboly', 'muslimy', 'momenty', 'recepty']",regiony,sousedy,komoře,7
6289,Czech,gpt4o,žákem,em,347,"['odrazem', 'chlebem', 'sklonem', 'milanem']",žákem,kouzlem,vstupů,3
6290,Czech,gpt4o,hostem,em,347,"['znakem', 'textem', 'filmem', 'vínem']",hostem,prvkem,invazi,7
6291,Czech,gpt4o,hosty,y,88,"['listy', 'banky', 'testy', 'texty']",hosty,síly,dolů,9
6292,Czech,gpt4o,schodů,ů,8328,"['květů', 'účtů', 'králů', 'kolegů']",schodů,kousků,redakci,7
6293,Czech,gpt4o,praporu,u,84,"['rasismu', 'doménu', 'ksichtu', 'kokainu']",praporu,hlídku,zrcadle,5
6294,Czech,gpt4o,polohou,ou,283,"['raketou', 'trávou', 'nehodou', 'škodou']",polohou,tužkou,polibky,3
6295,Czech,gpt4o,golfu,u,84,"['kultu', 'bandu', 'krasu', 'vestu']",golfu,shodu,věky,5
6296,Czech,gpt4o,termínem,em,347,"['poslancem', 'souhlasem', 'soupeřem', 'účinkem']",termínem,velitelem,podstatou,6
6297,Czech,gpt4o,chrámu,u,84,"['smíchu', 'rozporu', 'sezónu', 'islámu']",chrámu,podílu,výlety,8
6298,Czech,gpt4o,chrámem,em,347,"['plamenem', 'nárazem', 'pochodem', 'výrokem']",chrámem,praporem,manželi,0
6299,Czech,gpt4o,potravě,ě,3708,"['šikaně', 'nádobě', 'pubertě', 'charitě']",potravě,chladně,krystalu,1
6300,Czech,gpt4o,potravou,ou,283,"['doménou', 'milenkou', 'bráchou', 'slaninou']",potravou,rozlohou,pravěku,3
6301,Czech,gpt4o,citátů,ů,8328,"['dekretů', 'salátů', 'skokanů', 'krajanů']",citátů,majetků,zásluze,0
6302,Czech,gpt4o,kouřem,em,347,"['úvodem', 'pepřem', 'obvodem', 'jezerem']",kouřem,obzorem,houbami,1
6303,Czech,gpt4o,srandu,u,84,"['kameru', 'stromu', 'scénu', 'sezonu']",srandu,polohu,kostí,8
6304,Czech,gpt4o,chodbě,ě,3708,"['rovině', 'jízdě', 'nehodě', 'dohodě']",chodbě,svatbě,diskuzi,8
6305,Czech,gpt4o,chodbou,ou,283,"['obranou', 'brankou', 'kapotou', 'povahou']",chodbou,kočkou,hokejem,4
6306,Czech,gpt4o,únavě,ě,3708,"['blátě', 'sobotě', 'otravě', 'účtě']",únavě,trůně,peřím,0
6307,Czech,gpt4o,modelu,u,84,"['školu', 'podobu', 'severu', 'motoru']",modelu,vztahu,péči,9
6308,Czech,gpt4o,poštou,ou,283,"['délkou', 'bránou', 'oslavou', 'vrstvou']",poštou,vlajkou,záruky,6
6309,Czech,gpt4o,pasty,y,88,"['beaty', 'pinky', 'busty', 'pandy']",pasty,gramy,druha,0
6310,Czech,gpt4o,pastu,u,84,"['atomu', 'vínu', 'punku', 'archu']",pastu,osadu,lány,1
6311,Czech,gpt4o,úvodem,em,347,"['obvodem', 'kouřem', 'jezerem', 'pepřem']",úvodem,obzorem,vápně,1
6312,Czech,gpt4o,skálou,ou,283,"['optikou', 'terasou', 'pýchou', 'puškou']",skálou,děvkou,vzorců,1
6313,Czech,gpt4o,kartě,ě,3708,"['kontě', 'větě', 'módě', 'chutě']",kartě,vědě,dojmem,6
6314,Czech,gpt4o,stínem,em,347,"['palivem', 'krémem', 'stropem', 'jezdcem']",stínem,drátem,ptactva,2
6315,Czech,gpt4o,stínů,ů,8328,"['řádů', 'odpadů', 'kloubů', 'pohybů']",stínů,dárků,rozumem,5
6316,Czech,gpt4o,menšině,ě,3708,"['brigádě', 'výživě', 'výplatě', 'balkóně']",menšině,proměně,názorech,2
6317,Czech,gpt4o,menšinou,ou,283,"['kapalinou', 'tekutinou', 'nápravou', 'koupelnou']",menšinou,modlitbou,zásadám,0
6318,Czech,gpt4o,tunu,u,84,"['rasu', 'kubu', 'jamu', 'pilu']",tunu,vadu,basy,4
6319,Czech,gpt4o,pachatelů,ů,8328,"['generálů', 'farmářů', 'paragrafů', 'objektivů']",pachatelů,večírků,nevolnosti,1
6320,Czech,gpt4o,krémem,em,347,"['rádiem', 'stropem', 'palivem', 'stínem']",krémem,smutkem,dílům,2
6321,Czech,gpt4o,stresu,u,84,"['mobilu', 'stromu', 'krásu', 'odporu']",stresu,pásmu,platby,8
6322,Czech,gpt4o,otvorů,ů,8328,"['sklepů', 'proudů', 'trendů', 'rebelů']",otvorů,skutků,monstra,3
6323,Czech,gpt4o,lidu,u,84,"['bodu', 'hubu', 'webu', 'vodu']",lidu,panu,boha,9
6324,Czech,gpt4o,odvahou,ou,283,"['optikou', 'ozdobou', 'puškou', 'hlínou']",odvahou,děvkou,anténu,1
6325,Czech,gpt4o,ponorky,y,88,"['mrtvoly', 'autorky', 'strachy', 'motorky']",ponorky,kabáty,odpadů,5
6326,Czech,gpt4o,ponorku,u,84,"['nádobu', 'fosforu', 'chlastu', 'dobrotu']",ponorku,sešitu,ctnosti,2
6327,Czech,gpt4o,pandy,y,88,"['pasty', 'pinky', 'karmy', 'laiky']",pandy,vojny,sóla,0
6328,Czech,gpt4o,palivem,em,347,"['stínem', 'stropem', 'rádiem', 'jezdcem']",palivem,smutkem,dobrotu,2
6329,Czech,gpt4o,víkendem,em,347,"['rozhlasem', 'benzínem', 'rozchodem', 'průkazem']",víkendem,obráncem,složenky,0
6330,Czech,gpt4o,víkendů,ů,8328,"['granátů', 'portálů', 'zákroků', 'krystalů']",víkendů,celníků,proměnou,2
6331,Czech,gpt4o,výletu,u,84,"['poruchu', 'štítu', 'motorku', 'penaltu']",výletu,sklonku,letáky,6
6332,Czech,gpt4o,výletů,ů,8328,"['útvarů', 'oddílů', 'výborů', 'pokladů']",výletů,stánků,tatínka,5
6333,Czech,gpt4o,znakem,em,347,"['vínem', 'hostem', 'klubem', 'mostem']",znakem,prstem,povahu,7
6334,Czech,gpt4o,znaků,ů,8328,"['bloků', 'hostů', 'listů', 'krajů']",znaků,léků,osobou,8
6335,Czech,gpt4o,novy,y,88,"['viry', 'paty', 'vany', 'pasy']",novy,rohy,prsu,6
6336,Czech,gpt4o,hlínou,ou,283,"['odvahou', 'terasou', 'puškou', 'optikou']",hlínou,děvkou,obzorem,1
6337,Czech,gpt4o,realu,u,84,"['faktu', 'bundu', 'farmu', 'masku']",realu,módu,tvary,7
6338,Czech,gpt4o,svaly,y,88,"['tanky', 'soudy', 'chaty', 'normy']",svaly,kurzy,zvuku,8
6339,Czech,gpt4o,účtě,ě,3708,"['blátě', 'únavě', 'raketě', 'mikině']",účtě,trůně,obušky,0
6340,Czech,gpt4o,účtů,ů,8328,"['králů', 'jezdců', 'schodů', 'pokusů']",účtů,kousků,tělesa,7
6341,Czech,gpt4o,chorobě,ě,3708,"['pubertě', 'dekádě', 'potravě', 'toaletě']",chorobě,chladně,komínem,1
